Source,Target,Type,Id,Label,timeset,Weight
@HuffPostPol,@HuffPostPol,Directed,11240,,,1
@yashar,@jemelehill,Directed,11241,,,1
@yashar,@chillibeanboy,Directed,11242,,,1
@theratzpack,@theratzpack,Directed,11243,,,1
@theratzpack,@WayneDupreeShow,Directed,11244,,,1
@theratzpack,@ABCNetwork,Directed,11245,,,1
@theratzpack,@therealroseanne,Directed,11246,,,1
@byjoelanderson,@byjoelanderson,Directed,11247,,,1
@DREE_mah,@therealroseanne,Directed,11248,,,1
@GeorgeRoadPoet,@ABCNetwork,Directed,11249,,,1
@GeorgeRoadPoet,@RoseanneOnABC,Directed,11250,,,1
@GeorgeRoadPoet,@therealroseanne,Directed,11251,,,1
@FuckTrump61,@juanadamas95,Directed,11252,,,1
@FuckTrump61,@Only4RM,Directed,11253,,,1
@FuckTrump61,@iamwandasykes,Directed,11254,,,1
@FuckTrump61,@RoseanneOnABC,Directed,11255,,,1
@FuckTrump61,@therealroseanne,Directed,11256,,,1
@FuckTrump61,@ValerieJarrett,Directed,11257,,,1
@DemForceWarrior,@DemForceWarrior,Directed,11258,,,1
@slhiddenranch,@1Romans58,Directed,11259,,,1
@slhiddenranch,@VP,Directed,11260,,,1
@slhiddenranch,@therealroseanne,Directed,11261,,,1
@SpaceCptZemo,@SpaceCptZemo,Directed,11262,,,1
@OregonJB,@therealroseanne,Directed,11263,,,1
@bigsarg1sg,@therealroseanne,Directed,11264,,,1
@bigsarg1sg,@twitter,Directed,11265,,,1
@rsirrobbie,@GardenGirl9,Directed,11266,,,1
@rsirrobbie,@DaddyFems,Directed,11267,,,1
@rsirrobbie,@therealroseanne,Directed,11268,,,1
@AlyceLMiller,@YahooNews,Directed,11269,,,1
@sirDukeDevin,@sirDukeDevin,Directed,11270,,,1
@edofalltrades,@rolandsmartin,Directed,11271,,,1
@edofalltrades,@therealroseanne,Directed,11272,,,1
@edofalltrades,@RoseanneOnABC,Directed,11273,,,1
@QuadDakota,@therealroseanne,Directed,11274,,,1
@maher_gomez,@larklittlefoot,Directed,11275,,,1
@maher_gomez,@soonerrick,Directed,11276,,,1
@maher_gomez,@Trace65roses,Directed,11277,,,1
@jbgerard,@DisneyABCTV,Directed,11278,,,1
@MizFrizz,@THEsaragilbert,Directed,11279,,,1
@Mike_TheGoodGuy,@TheTweetOfGod,Directed,11280,,,1
@Mike_TheGoodGuy,@realDonaldTrump,Directed,11281,,,1
@Mike_TheGoodGuy,@therealroseanne,Directed,11282,,,1
@grumpyfeminist,@grumpyfeminist,Directed,11283,,,1
@Tackspayer,@Tackspayer,Directed,11284,,,1
@Tackspayer,@therealroseanne,Directed,11285,,,1
@lakerleaf,@SteeloBrim,Directed,11286,,,1
@lakerleaf,@therealroseanne,Directed,11287,,,1
@DawnC331,@deadline,Directed,11288,,,1
@TucsonStar,@TucsonStar,Directed,11289,,,1
@Catscatscatz,@JakobDWebster,Directed,11290,,,1
@JasonLamebeaver,@KayaJones,Directed,11291,,,1
@JasonLamebeaver,@ABCNetwork,Directed,11292,,,1
@JasonLamebeaver,@jimmykimmel,Directed,11293,,,1
@JasonLamebeaver,@FLOTUS,Directed,11294,,,1
@JasonLamebeaver,@therealroseanne,Directed,11295,,,1
@domfaded,@therealroseanne,Directed,11296,,,1
@CommieClio,@BooBooNyc,Directed,11297,,,1
@CommieClio,@PixieLore,Directed,11298,,,1
@CommieClio,@SymoneDSanders,Directed,11299,,,1
@CommieClio,@therealroseanne,Directed,11300,,,1
@candicejo86,@Suzi3D,Directed,11301,,,1
@kencampbell66,@kencampbell66,Directed,11302,,,1
@Iancinehouse23,@RubinReport,Directed,11303,,,1
@Iancinehouse23,@therealroseanne,Directed,11304,,,1
@FroggieJulie,@lvcuban,Directed,11305,,,1
@FroggieJulie,@TrumpStudents,Directed,11306,,,1
@FroggieJulie,@MichaelDelauzon,Directed,11307,,,1
@FroggieJulie,@JoyAnnReid,Directed,11308,,,1
@FroggieJulie,@therealroseanne,Directed,11309,,,1
@FroggieJulie,@realDonaldTrump,Directed,11310,,,1
@PhilHeron,@PhilHeron,Directed,11311,,,1
@PhilHeron,@delcotimes,Directed,11312,,,1
@Odie043069,@Odie043069,Directed,11313,,,1
@Odie043069,@DebraMessing,Directed,11314,,,1
@Odie043069,@AnnieSage,Directed,11315,,,1
@Odie043069,@DisneyStudios,Directed,11316,,,1
@Odie043069,@therealroseanne,Directed,11317,,,1
@Lookn4Lions,@therealroseanne,Directed,11318,,,1
@Unknownknowns68,@ownage18,Directed,11319,,,1
@Unknownknowns68,@mojopo,Directed,11320,,,1
@Unknownknowns68,@mehransharmini,Directed,11321,,,1
@Unknownknowns68,@therealroseanne,Directed,11322,,,1
@Unknownknowns68,@ChelseaClinton,Directed,11323,,,1
@Unknownknowns68,@OpenSociety,Directed,11324,,,1
@TheBathYears,@nytimes,Directed,11325,,,1
@mommyof3LAL,@soonerrick,Directed,11326,,,1
@mommyof3LAL,@BethB1213,Directed,11327,,,1
@mommyof3LAL,@therealroseanne,Directed,11328,,,1
@mommyof3LAL,@ABCNetwork,Directed,11329,,,1
@MaryODonnell22,@ABC,Directed,11330,,,1
@madeingermany,@RobertIger,Directed,11331,,,1
@favoriteauntssi,@favoriteauntssi,Directed,11332,,,1
@DonAndrewBailey,@therealroseanne,Directed,11333,,,1
@Obscurica,@Obscurica,Directed,11334,,,1
@Fedup_Mom,@Fedup_Mom,Directed,11335,,,1
@chocolotto12,@chocolotto12,Directed,11336,,,1
@chocolotto12,@GottaLaff,Directed,11337,,,1
@chocolotto12,@Twitter,Directed,11338,,,1
@CSLooHoo,@ABCNetwork,Directed,11339,,,1
@CSLooHoo,@therealroseanne,Directed,11340,,,1
@jules_su,@jules_su,Directed,11341,,,1
@olivia_swimss,@olivia_swimss,Directed,11342,,,1
@Cubanation,@therealroseanne,Directed,11343,,,1
@JC_in_Calgary,@DeanNoLongerInO,Directed,11344,,,1
@JC_in_Calgary,@MastTerBase,Directed,11345,,,1
@ScentSister,@WayneDupreeShow,Directed,11346,,,1
@ScentSister,@iamwandasykes,Directed,11347,,,1
@ScentSister,@therealroseanne,Directed,11348,,,1
@Filosia,@ABC,Directed,11349,,,1
@Sally72954082,@Shem_Infinite,Directed,11350,,,1
@Sally72954082,@Gina4Trump,Directed,11351,,,1
@Sally72954082,@FOXTV,Directed,11352,,,1
@Sally72954082,@therealroseanne,Directed,11353,,,1
@Sally72954082,@LastManStanding,Directed,11354,,,1
@Tony19542,@Tony19542,Directed,11355,,,1
@HollyweeDragon,@Pirate543211,Directed,11356,,,1
@HollyweeDragon,@RadioBizBody,Directed,11357,,,1
@HollyweeDragon,@HawkeyeInDallas,Directed,11358,,,1
@HollyweeDragon,@TC_resistance,Directed,11359,,,1
@HollyweeDragon,@JessHar96703753,Directed,11360,,,1
@HollyweeDragon,@therealroseanne,Directed,11361,,,1
@mdelgadov20,@therealroseanne,Directed,11362,,,1
@GrahamGallaghe9,@baxbooksdeux,Directed,11363,,,1
@GrahamGallaghe9,@therealroseanne,Directed,11364,,,1
@bamashrink,@AnjiUsa,Directed,11365,,,1
@bamashrink,@marthamaccallum,Directed,11366,,,1
@bamashrink,@therealroseanne,Directed,11367,,,1
@bamashrink,@RealCandaceO,Directed,11368,,,1
@jmcslappy,@StudioKSEE,Directed,11369,,,1
@jmcslappy,@TapatioTara,Directed,11370,,,1
@jmcslappy,@scorpiess93,Directed,11371,,,1
@jmcslappy,@jessehlava,Directed,11372,,,1
@jmcslappy,@TheWrap,Directed,11373,,,1
@jmcslappy,@ABCNetwork,Directed,11374,,,1
@gs777gs777,@ElderLansing,Directed,11375,,,1
@gs777gs777,@BruthaDee,Directed,11376,,,1
@gs777gs777,@therealroseanne,Directed,11377,,,1
@DavMicRot,@El_0Hh,Directed,11378,,,1
@AprilDRyan,@AprilDRyanABC,Directed,11379,,,1
@jeninher30s,@ABC,Directed,11380,,,1
@YoungJyoung6350,@theonlytrama,Directed,11381,,,1
@YoungJyoung6350,@pgammo,Directed,11382,,,1
@WesleyLowery,@thehill,Directed,11383,,,1
@siltstriderridr,@therealroseanne,Directed,11384,,,1
@SammyD71,@MarkCNC64,Directed,11385,,,1
@SammyD71,@nypost,Directed,11386,,,1
@SammyD71,@HuntsmanAbby,Directed,11387,,,1
@SammyD71,@FOXTV,Directed,11388,,,1
@SammyD71,@ofctimallen,Directed,11389,,,1
@SammyD71,@therealroseanne,Directed,11390,,,1
@Ajah1551,@unscriptedmike,Directed,11391,,,1
@djmeph,@therealroseanne,Directed,11392,,,1
@barchalk_joanne,@therealroseanne,Directed,11393,,,1
@USMCStingray,@USMCStingray,Directed,11394,,,1
@UnburntWitch,@UnburntWitch,Directed,11395,,,1
@ZandorClegane1,@BethB1213,Directed,11396,,,1
@ZandorClegane1,@therealroseanne,Directed,11397,,,1
@ZandorClegane1,@ABCNetwork,Directed,11398,,,1
@DeplorableChoir,@DeplorableChoir,Directed,11399,,,1
@SakeenahBenj,@solomonjones1,Directed,11400,,,1
@SakeenahBenj,@BrookeBCNN,Directed,11401,,,1
@ReetuKabra,@ReetuKabra,Directed,11402,,,1
@GREENESJ333,@GREENESJ333,Directed,11403,,,1
@BigJebBos,@BigJebBos,Directed,11404,,,1
@David75219951,@David75219951,Directed,11405,,,1
@Aggr3gateDemand,@therealroseanne,Directed,11406,,,1
@Aggr3gateDemand,@realDonaldTrump,Directed,11407,,,1
@Withoutt_A_Soul,@NBCNews,Directed,11408,,,1
@Withoutt_A_Soul,@therealroseanne,Directed,11409,,,1
@BethG99115824,@USAHotLips,Directed,11410,,,1
@BethG99115824,@ABC,Directed,11411,,,1
@BethG99115824,@therealroseanne,Directed,11412,,,1
@BethG99115824,@ArizonaKayte,Directed,11413,,,1
@BethG99115824,@carrieksada_,Directed,11414,,,1
@BethG99115824,@KatTheHammer1,Directed,11415,,,1
@BethG99115824,@kwilli1046,Directed,11416,,,1
@BethG99115824,@DonnaWR8,Directed,11417,,,1
@BethG99115824,@RuthieRedSox,Directed,11418,,,1
@NubianLuv6,@NubianLuv6,Directed,11419,,,1
@pnowak,@JudyFrances1975,Directed,11420,,,1
@pnowak,@mcsha_k,Directed,11421,,,1
@BluDrone,@DanaHoule,Directed,11422,,,1
@BluDrone,@Eykis,Directed,11423,,,1
@douevenvegasbro,@douevenvegasbro,Directed,11424,,,1
@Oregonian,@RoseanneOnABC,Directed,11425,,,1
@realRReynolds,@andygh26,Directed,11426,,,1
@realRReynolds,@soonerrick,Directed,11427,,,1
@realRReynolds,@debralynnsmith3,Directed,11428,,,1
@realRReynolds,@therealroseanne,Directed,11429,,,1
@TheBlackSatyr,@soonerrick,Directed,11430,,,1
@TheBlackSatyr,@BethB1213,Directed,11431,,,1
@TheBlackSatyr,@therealroseanne,Directed,11432,,,1
@TheBlackSatyr,@ABCNetwork,Directed,11433,,,1
@Lindsey_Esq,@ABCNetwork,Directed,11434,,,1
@Lindsey_Esq,@RoseanneOnABC,Directed,11435,,,1
@Lindsey_Esq,@therealroseanne,Directed,11436,,,1
@MarkDice,@FOXTV,Directed,11437,,,1
@JTMYVA,@abc,Directed,11438,,,1
@OliviaJonesP,@nickipetrella,Directed,11439,,,1
@OliviaJonesP,@matthewamiller,Directed,11440,,,1
@Robert_Salomon,@therealroseanne,Directed,11441,,,1
@ZoeDaniBaker,@therealroseanne,Directed,11442,,,1
@nlsnt1,@therealroseanne,Directed,11443,,,1
@mark_argent,@xbiscaynebaex,Directed,11444,,,1
@DougBurges,@Roseamund,Directed,11445,,,1
@DougBurges,@kathy999kd,Directed,11446,,,1
@DougBurges,@RoseanneOnABC,Directed,11447,,,1
@DougBurges,@ABCNetwork,Directed,11448,,,1
@DougBurges,@therealroseanne,Directed,11449,,,1
@SwayzeJp,@SwayzeJp,Directed,11450,,,1
@Rosiebhappy,@KurtSchlichter,Directed,11451,,,1
@jamisonfoser,@jamisonfoser,Directed,11452,,,1
@jessewente,@jessewente,Directed,11453,,,1
@elkevviiinnnn,@elkevviiinnnn,Directed,11454,,,1
@Moose_Bigelow,@Moose_Bigelow,Directed,11455,,,1
@len95682,@marthamaccallum,Directed,11456,,,1
@len95682,@therealroseanne,Directed,11457,,,1
@len95682,@RealCandaceO,Directed,11458,,,1
@kdlewis04,@kdlewis04,Directed,11459,,,1
@craigshenry,@Kaepernick7,Directed,11460,,,1
@FrankieRuiz87,@THEsaragilbert,Directed,11461,,,1
@Davidfarsel,@MSNBC,Directed,11462,,,1
@Davidfarsel,@JoyAnnReid,Directed,11463,,,1
@dcexaminer,@dcexaminer,Directed,11464,,,1
@sfrsteel,@RobPlays,Directed,11465,,,1
@JMaltross,@trojanrabbit74,Directed,11466,,,1
@Blog_1673,@Blog_1673,Directed,11467,,,1
@Blog_1673,@THEsaragilbert,Directed,11468,,,1
@Blog_1673,@i,Directed,11469,,,1
@DaFuente,@ChanningKing,Directed,11470,,,1
@DaFuente,@kumailn,Directed,11471,,,1
@DaFuente,@ABCNetwork,Directed,11472,,,1
@LexGoKY,@LexGoKY,Directed,11473,,,1
@Nina_I_Kelley,@DonaldJTrumpJr,Directed,11474,,,1
@gingrbreadman72,@therealroseanne,Directed,11475,,,1
@TheAVClub,@TheAVClub,Directed,11476,,,1
@NathanDanczak,@burnerBURNER6,Directed,11477,,,1
@NathanDanczak,@KayaJones,Directed,11478,,,1
@NathanDanczak,@ABCNetwork,Directed,11479,,,1
@NathanDanczak,@jimmykimmel,Directed,11480,,,1
@NathanDanczak,@FLOTUS,Directed,11481,,,1
@NathanDanczak,@therealroseanne,Directed,11482,,,1
@LuxPursuits,@ClayTravis,Directed,11483,,,1
@LuxPursuits,@KeithOlbermann,Directed,11484,,,1
@LuxPursuits,@realDonaldTrump,Directed,11485,,,1
@LuxPursuits,@espn,Directed,11486,,,1
@LuxPursuits,@therealroseanne,Directed,11487,,,1
@johne326,@johne326,Directed,11488,,,1
@MichaelDelauzon,@MichaelDelauzon,Directed,11489,,,1
@Danimalhouse41,@Danimalhouse41,Directed,11490,,,1
@Danimalhouse41,@therealroseanne,Directed,11491,,,1
@TaxedOver,@TaxedOver,Directed,11492,,,1
@TaxedOver,@ABCNetwork,Directed,11493,,,1
@TaxedOver,@Disney,Directed,11494,,,1
@StarrelsD,@ABC,Directed,11495,,,1
@StarrelsD,@therealroseanne,Directed,11496,,,1
@FilmCritHULK,@FilmCritHULK,Directed,11497,,,1
@SkepticalParent,@Stonekettle,Directed,11498,,,1
@AprilDRyan,@AprilDRyanmmenzel765,Directed,11499,,,1
@AprilDRyan,@mmenzel765,Directed,11500,,,1
@jgt58chiefsfan,@therealroseanne,Directed,11501,,,1
@deadpirate,@TonyGreyfox,Directed,11502,,,1
@deadpirate,@MAURICELAMARCHE,Directed,11503,,,1
@Jengamboa24,@BethB1213,Directed,11504,,,1
@Jengamboa24,@therealroseanne,Directed,11505,,,1
@Jengamboa24,@ABCNetwork,Directed,11506,,,1
@Jengamboa24,@FOXTV,Directed,11507,,,1
@BrendonJoshua,@therealroseanne,Directed,11508,,,1
@stuartlpeacock,@Pete_McArthur,Directed,11509,,,1
@stuartlpeacock,@missydepino,Directed,11510,,,1
@stuartlpeacock,@CNNOpinion,Directed,11511,,,1
@stuartlpeacock,@Starbucks,Directed,11512,,,1
@DiazIronDragon,@therealroseanne,Directed,11513,,,1
@River_Indigo,@River_Indigo,Directed,11514,,,1
@River_Indigo,@therealroseanne,Directed,11515,,,1
@AprilPonnuru,@AprilPonnuru,Directed,11516,,,1
@JessicaValenti,@JessicaValenti,Directed,11517,,,1
@RealTimBlack,@RealTimBlack,Directed,11518,,,1
@JakeSherman,@JakeSherman,Directed,11519,,,1
@JakeSherman,@therealroseanne,Directed,11520,,,1
@DawnCuny,@TomArnold,Directed,11521,,,1
@DawnCuny,@THEsaragilbert,Directed,11522,,,1
@DawnCuny,@therealroseanne,Directed,11523,,,1
@MyAlliesNews,@therealroseanne,Directed,11524,,,1
@MyAlliesNews,@ha,Directed,11525,,,1
@canarymission,@canarymission,Directed,11526,,,1
@canarymission,@diddyortiz,Directed,11527,,,1
@angelhrt1952,@jweissman476,Directed,11528,,,1
@angelhrt1952,@therealroseanne,Directed,11529,,,1
@NicoMakiDBZ,@NicoMakiDBZ,Directed,11530,,,1
@Nyclawyer212,@ghosted_coma,Directed,11531,,,1
@Nyclawyer212,@mojopo,Directed,11532,,,1
@Nyclawyer212,@mehransharmini,Directed,11533,,,1
@Nyclawyer212,@therealroseanne,Directed,11534,,,1
@Nyclawyer212,@ChelseaClinton,Directed,11535,,,1
@Nyclawyer212,@OpenSociety,Directed,11536,,,1
@PoliticswithG,@therealroseanne,Directed,11537,,,1
@NappySamurai,@therealroseanne,Directed,11538,,,1
@Delusional45,@marishere,Directed,11539,,,1
@Delusional45,@therealroseanne,Directed,11540,,,1
@CJHanselman,@kimUSAStrong,Directed,11541,,,1
@CJHanselman,@superyayadize,Directed,11542,,,1
@CJHanselman,@therealroseanne,Directed,11543,,,1
@CJHanselman,@FOXTV,Directed,11544,,,1
@aspiringtroll,@EdgeofSports,Directed,11545,,,1
@Chipp_Skylark,@Chipp_Skylark,Directed,11546,,,1
@emtannie,@LadyBabs07,Directed,11547,,,1
@emtannie,@therealroseanne,Directed,11548,,,1
@emtannie,@ABC,Directed,11549,,,1
@ramjomi66,@TheTweetOfGod,Directed,11550,,,1
@ramjomi66,@realDonaldTrump,Directed,11551,,,1
@ramjomi66,@therealroseanne,Directed,11552,,,1
@Moonbeam75,@mitchellvii,Directed,11553,,,1
@Moonbeam75,@therealroseanne,Directed,11554,,,1
@Calim1701,@therealroseanne,Directed,11555,,,1
@JimMartin2011,@therealroseanne,Directed,11556,,,1
@mcmahon_mona,@DailyMailCeleb,Directed,11557,,,1
@McBenefit,@therealroseanne,Directed,11558,,,1
@MyKeyJC,@JenaMGreene,Directed,11559,,,1
@MyKeyJC,@DailyCaller,Directed,11560,,,1
@AP,@kingjames019,Directed,11561,,,1
@Mikeystewart10,@therealroseanne,Directed,11562,,,1
@stace_ofbase,@stace_ofbase,Directed,11563,,,1
@SAndrewFrazier,@CBS,Directed,11564,,,1
@HeliaERossini1,@thr,Directed,11565,,,1
@liz_lrutecki,@mitchellvii,Directed,11566,,,1
@suz123nj,@therealroseanne,Directed,11567,,,1
@suz123nj,@ChelseaClinton,Directed,11568,,,1
@suz123nj,@OpenSociety,Directed,11569,,,1
@Liz4syth,@antventure,Directed,11570,,,1
@DorianParksnRec,@DorianParksnRec,Directed,11571,,,1
@01towin,@rolandsmartin,Directed,11572,,,1
@01towin,@RoseanneOnABC,Directed,11573,,,1
@01towin,@therealroseanne,Directed,11574,,,1
@joshuatopolsky,@joshuatopolsky,Directed,11575,,,1
@IuzlinuxKurt,@therealroseanne,Directed,11576,,,1
@Fulcrum__News,@therealroseanne,Directed,11577,,,1
@Fulcrum__News,@ChelseaClinton,Directed,11578,,,1
@Fulcrum__News,@OpenSociety,Directed,11579,,,1
@ByzantineSnake,@ByzantineSnake,Directed,11580,,,1
@Dhercher,@therealroseanne,Directed,11581,,,1
@4EverTexanEsq99,@lovesmilelaugh2,Directed,11582,,,1
@4EverTexanEsq99,@therealroseanne,Directed,11583,,,1
@angusparvo,@jaketapper,Directed,11584,,,1
@angusparvo,@brikeilarcnn,Directed,11585,,,1
@angusparvo,@brianstelter,Directed,11586,,,1
@angusparvo,@ABC,Directed,11587,,,1
@angusparvo,@ThisWeekABC,Directed,11588,,,1
@angusparvo,@DavidWright_CNN,Directed,11589,,,1
@JuliaDavisNews,@JuliaDavisNews,Directed,11590,,,1
@welcomepresence,@Milliron681,Directed,11591,,,1
@welcomepresence,@andygh26,Directed,11592,,,1
@welcomepresence,@soonerrick,Directed,11593,,,1
@welcomepresence,@debralynnsmith3,Directed,11594,,,1
@welcomepresence,@therealroseanne,Directed,11595,,,1
@San_Resists,@San_Resists,Directed,11596,,,1
@voxdotcom,@BreakingBrown,Directed,11597,,,1
@ciparro,@ciparro,Directed,11598,,,1
@ciparro,@ABC,Directed,11599,,,1
@ciparro,@TheView,Directed,11600,,,1
@BamaMarci,@therealroseanne,Directed,11601,,,1
@mjonespirit,@ABCNetwork,Directed,11602,,,1
@GRYKING,@GRYKING,Directed,11603,,,1
@scorpioxbarb,@hulu,Directed,11604,,,1
@lbarber29,@therealroseanne,Directed,11605,,,1
@patte151,@RobertIger,Directed,11606,,,1
@jimmypalmieri,@cnnbrk,Directed,11607,,,1
@heyitsmikeyx,@therealroseanne,Directed,11608,,,1
@MichaelSalfino,@MichaelSalfino,Directed,11609,,,1
@britus89,@RadioBizBody,Directed,11610,,,1
@britus89,@TheGoodGodAbove,Directed,11611,,,1
@britus89,@therealroseanne,Directed,11612,,,1
@JenniB74,@therealroseanne,Directed,11613,,,1
@jeklo24,@MonteDCantu,Directed,11614,,,1
@jeklo24,@margiemurd,Directed,11615,,,1
@jeklo24,@asuarez3780,Directed,11616,,,1
@jeklo24,@therealroseanne,Directed,11617,,,1
@Jasamgurlie,@Jasamgurlie,Directed,11618,,,1
@Jasamgurlie,@ABCNetwork,Directed,11619,,,1
@Jasamgurlie,@RoseanneOnABC,Directed,11620,,,1
@z56po,@TheAntiTwitler,Directed,11621,,,1
@z56po,@7heather,Directed,11622,,,1
@z56po,@therealroseanne,Directed,11623,,,1
@ladalavara,@Milliron681,Directed,11624,,,1
@ladalavara,@andygh26,Directed,11625,,,1
@ladalavara,@soonerrick,Directed,11626,,,1
@ladalavara,@debralynnsmith3,Directed,11627,,,1
@ladalavara,@therealroseanne,Directed,11628,,,1
@blazzers781,@therealroseanne,Directed,11629,,,1
@blazzers781,@ChelseaClinton,Directed,11630,,,1
@blazzers781,@OpenSociety,Directed,11631,,,1
@HonestAbesHat,@therealroseanne,Directed,11632,,,1
@deal_geri,@Condor_Law,Directed,11633,,,1
@deal_geri,@koboots,Directed,11634,,,1
@deal_geri,@therealroseanne,Directed,11635,,,1
@Narrative_Arc,@therealroseanne,Directed,11636,,,1
@DebraMessing,@JoeNBC,Directed,11637,,,1
@AprilDRyan,@AprilDRyanRogueSNRadvisor,Directed,11638,,,1
@AprilDRyan,@RogueSNRadvisor,Directed,11639,,,1
@Beejangles,@Beejangles,Directed,11640,,,1
@EddieDonovan,@EddieDonovan,Directed,11641,,,1
@BLOCKHEADfromTN,@Stayc_G,Directed,11642,,,1
@BLOCKHEADfromTN,@therealroseanne,Directed,11643,,,1
@hEnereyG,@hEnereyG,Directed,11644,,,1
@frodofied,@frodofied,Directed,11645,,,1
@frodofied,@ABC,Directed,11646,,,1
@WSILNews,@WSILNews,Directed,11647,,,1
@kath2cats,@kath2cats,Directed,11648,,,1
@kath2cats,@ABCNetwork,Directed,11649,,,1
@kath2cats,@therealroseanne,Directed,11650,,,1
@lovelifetodaypl,@therealroseanne,Directed,11651,,,1
@sbca80,@ShellyAMoss2,Directed,11652,,,1
@sbca80,@TheAntiTwitler,Directed,11653,,,1
@sbca80,@therealroseanne,Directed,11654,,,1
@ktodhunter,@therealroseanne,Directed,11655,,,1
@revberrien,@therealroseanne,Directed,11656,,,1
@Bgambirazio,@therealroseanne,Directed,11657,,,1
@judbeh5,@marthamaccallum,Directed,11658,,,1
@judbeh5,@therealroseanne,Directed,11659,,,1
@judbeh5,@RealCandaceO,Directed,11660,,,1
@SHACKDADDY26,@therealroseanne,Directed,11661,,,1
@cylawson8,@bapartofmylife,Directed,11662,,,1
@cylawson8,@therealroseanne,Directed,11663,,,1
@cylawson8,@Lindapearl2,Directed,11664,,,1
@cylawson8,@BarbieBee63,Directed,11665,,,1
@cylawson8,@smidgean,Directed,11666,,,1
@cylawson8,@DanWall75723618,Directed,11667,,,1
@cylawson8,@Sassafras_Knob,Directed,11668,,,1
@cylawson8,@savtah8,Directed,11669,,,1
@baxbooksdeux,@polearmguy,Directed,11670,,,1
@baxbooksdeux,@snackvampire,Directed,11671,,,1
@Mrsparanoid2,@mparts7398,Directed,11672,,,1
@Mrsparanoid2,@KTHopkins,Directed,11673,,,1
@Mrsparanoid2,@therealroseanne,Directed,11674,,,1
@mojopo,@mojopo,Directed,11675,,,1
@mojopo,@therealroseanne,Directed,11676,,,1
@mojopo,@ChelseaClinton,Directed,11677,,,1
@mojopo,@OpenSociety,Directed,11678,,,1
@LuluGaloo,@waltshaub,Directed,11679,,,1
@LuluGaloo,@therealroseanne,Directed,11680,,,1
@LuluGaloo,@ABCNetwork,Directed,11681,,,1
@DeejayALJACKSON,@DeejayALJACKSON,Directed,11682,,,1
@towerpainter07,@OfficialJonZal,Directed,11683,,,1
@towerpainter07,@therealroseanne,Directed,11684,,,1
@DebLouLit,@DebLouLit,Directed,11685,,,1
@DebLouLit,@joshdcaplan,Directed,11686,,,1
@DebLouLit,@the,Directed,11687,,,1
@MRJAYBEE83,@MAGA_PARTY_559,Directed,11688,,,1
@MRJAYBEE83,@KayaJones,Directed,11689,,,1
@MRJAYBEE83,@therealroseanne,Directed,11690,,,1
@KevinBarhydt,@ABCNetwork,Directed,11691,,,1
@timmybranmuffin,@timmybranmuffin,Directed,11692,,,1
@TrvlPrst,@ninatypewriter,Directed,11693,,,1
@lukeonfilm,@lukeonfilm,Directed,11694,,,1
@Daniel_Sweeney,@Daniel_Sweeney,Directed,11695,,,1
@polariscitizen,@FoxNews,Directed,11696,,,1
@ConservaMomUSA,@therealroseanne,Directed,11697,,,1
@SharrDonald,@ABCNetwork,Directed,11698,,,1
@SharrDonald,@FOXTV,Directed,11699,,,1
@raycoloncomedy,@therealroseanne,Directed,11700,,,1
@delawarean09,@abc,Directed,11701,,,1
@TakeMyAdvice2U,@marthamaccallum,Directed,11702,,,1
@TakeMyAdvice2U,@therealroseanne,Directed,11703,,,1
@TakeMyAdvice2U,@RealCandaceO,Directed,11704,,,1
@TakeMyAdvice2U,@realDonaldTrump,Directed,11705,,,1
@IAmSpilly,@IAmSpilly,Directed,11706,,,1
@CarrKikibb3,@therealroseanne,Directed,11707,,,1
@Theonlyhonest,@JessicaTarlov,Directed,11708,,,1
@6ixBro,@ClayTravis,Directed,11709,,,1
@6ixBro,@KeithOlbermann,Directed,11710,,,1
@6ixBro,@realDonaldTrump,Directed,11711,,,1
@6ixBro,@espn,Directed,11712,,,1
@6ixBro,@therealroseanne,Directed,11713,,,1
@38specialcolt,@38specialcolt,Directed,11714,,,1
@38specialcolt,@WayneDupreeShow,Directed,11715,,,1
@38specialcolt,@ks122085,Directed,11716,,,1
@38specialcolt,@ABCNetwork,Directed,11717,,,1
@38specialcolt,@therealroseanne,Directed,11718,,,1
@sassafraslowrey,@variety,Directed,11719,,,1
@analfizzure,@BarryIsFunny,Directed,11720,,,1
@analfizzure,@PackManJoel,Directed,11721,,,1
@AP,@ClayTravis,Directed,11722,,,1
@mrswineaux61,@therealroseanne,Directed,11723,,,1
@StephanieSidley,@chrissyteigen,Directed,11724,,,1
@NoahViale,@ABCNetwork,Directed,11725,,,1
@slpng_giants,@ABCNetwork,Directed,11726,,,1
@MarshallArtsOff,@MsSleuth007,Directed,11727,,,1
@MarshallArtsOff,@EdKrassen,Directed,11728,,,1
@MarshallArtsOff,@therealroseanne,Directed,11729,,,1
@Kinneas,@Kinneas,Directed,11730,,,1
@jenarific,@ABCNetwork,Directed,11731,,,1
@jenarific,@therealroseanne,Directed,11732,,,1
@satanisadick,@DaveMuscarella,Directed,11733,,,1
@iamwandasykes,@therealroseanne,Directed,11734,,,1
@Galaxy500Q,@Galaxy500Q,Directed,11735,,,1
@ProDeplorable,@ProDeplorable,Directed,11736,,,1
@GossiTheDog,@GossiTheDog,Directed,11737,,,1
@fut1952,@ChuckNASCAR,Directed,11738,,,1
@fut1952,@ABCNetwork,Directed,11739,,,1
@Sker4Lyfe,@KateAurthur,Directed,11740,,,1
