Source,Target,Type,Id,Label,timeset,Weight
@CoralineElise,@Milliron681,Directed,21447,,,1
@CoralineElise,@soonerrick,Directed,21448,,,1
@CoralineElise,@staab_teresa,Directed,21444,,,1
@CoralSeason8,@hannah199225,Directed,30137,,,1
@CoralSeason8,@sonicfind2,Directed,29415,,,1
@CoralSeason8,@TheTruthParadox,Directed,29414,,,1
@CorCattDelaware,@Brasilmagic,Directed,28073,,,1
@corcoran_sr,@onlywonderer,Directed,33082,,,1
@corcoran_sr,@TheTweetwit,Directed,47341,,,1
@corcoran_sr,@THR,Directed,33083,,,1
@Cordarryll,@FoxNews,Directed,12778,,,1
@Corey_Trumbower,@ClayTravis,Directed,60928,,,1
@Corey_Trumbower,@KeithDohrman,Directed,60927,,,1
@Corey1911,@JayMac_SJ,Directed,57152,,,1
@Coreybez1,@abc,Directed,25867,,,1
@Coreybez1,@cnn,Directed,25869,,,1
@Coreybez1,@msmbc,Directed,25868,,,1
@corinnec,@danaperino,Directed,10385,,,1
@CorkyArlt,@RepStevenSmith,Directed,7917,,,1
@Cormaic_Ruadh,@00evidence,Directed,31300,,,1
@Cormaic_Ruadh,@bigdar53,Directed,31301,,,1
@Cormaic_Ruadh,@EdKrassen,Directed,31302,,,1
@Cormaic_Ruadh,@FoxNews,Directed,19097,,,1
@Cormaic_Ruadh,@Roseanne,Directed,19099,,,1
@Cormaic_Ruadh,@texasps,Directed,19096,,,1
@Cornhusker54321,@kingchuck810,Directed,15179,,,1
@corniel2you,@RoseanneOnABC,Directed,7396,,,1
@Corp_Drop_Out,@MattMcNeilShow,Directed,33639,,,1
@Corpulace,@TheGoodGodAbove,Directed,14049,,,1
@CorreaAsmar,@RubinReport,Directed,3603,,,1
@cortez1rae,@JamesKosur,Directed,59007,,,1
@cortez1rae,@Twitter,Directed,59008,,,1
@CortneyWarwick,@KurtSchlichter,Directed,17432,,,1
@CortneyWarwick,@mitchellvii,Directed,23432,,,1
@corvus_m,@ChelseaClinton,Directed,43062,,,1
@corvus_m,@OpenSociety,Directed,43063,,,1
@CoryODonnell,@thenew,Directed,15875,,,1
@CoryODonnell,@thenewspress,Directed,14326,,,1
@CoryTyler,@B_Rad_Gee_Zee,Directed,57982,,,1
@Cos2mwiz2,@RobertIger,Directed,49006,,,1
@Cos2mwiz2,@TheBobWhoKnew,Directed,49005,,,1
@CosimadiRondo,@Disney,Directed,13655,,,1
@CosimadiRondo,@disney,Directed,13656,,,1
@CosimadiRondo,@ProudResister,Directed,13653,,,1
@CosimadiRondo,@therea,Directed,13657,,,1
@Cosmopolitan,@RavingsByRae,Directed,8422,,,1
@CosmoSzyslak,@ChelseaClinton,Directed,3491,,,1
@CosmoSzyslak,@DonaldJTrumpJr,Directed,3490,,,1
@CosmoSzyslak,@OpenSociety,Directed,3492,,,1
@Costavjw,@stout33,Directed,35668,,,1
@coto29,@bapartofmylife,Directed,60655,,,1
@coto29,@BarbieBee63,Directed,60657,,,1
@coto29,@DanWall75723618,Directed,60660,,,1
@coto29,@Lindapearl2,Directed,60656,,,1
@coto29,@Sassafras_Knob,Directed,60661,,,1
@coto29,@savtah8,Directed,60662,,,1
@coto29,@smidgean,Directed,60658,,,1
@CouchDiane,@1061ChezEric,Directed,39921,,,1
@CouchForce,@cockBOMB,Directed,6685,,,1
@couchgroove,@Bowens_Official,Directed,46309,,,1
@couchgroove,@GioBenitez,Directed,46310,,,1
@CoulsonLance,@PhilMcCrackin44,Directed,30597,,,1
@CoulsonLance,@TracyMFinch,Directed,30596,,,1
@count55555,@BarelySmall,Directed,58943,,,1
@count55555,@flame4trump,Directed,58949,,,1
@count55555,@LarrySchweikart,Directed,58947,,,1
@count55555,@Lrihendry,Directed,58944,,,1
@count55555,@scoobies,Directed,58948,,,1
@countdeathtoll,@AsheSchow,Directed,8633,,,1
@CountDVB,@RoseanneOnABC,Directed,8385,,,1
@CountDVB,@synthotope,Directed,8383,,,1
@CountDVB,@TAPAlerts,Directed,8384,,,1
@countessdooku,@_Cardinal_Fang_,Directed,52202,,,1
@countessdooku,@byedolobyedolo,Directed,55652,,,1
@countessdooku,@donson_jay,Directed,52201,,,1
@countessdooku,@KennyGGee,Directed,52952,,,1
@countessdooku,@kwickymartkidd,Directed,54777,,,1
@countessdooku,@RealAlexJones,Directed,52203,,,1
@countryboots126,@RoseanneOnABC,Directed,34756,,,1
@countrygaleyes,@ABC_Publicity,Directed,40621,,,1
@countrygaleyes,@TheView,Directed,40622,,,1
@CountrySass1215,@brianstelter,Directed,25992,,,1
@CountrySass1215,@GMA,Directed,25993,,,1
@CountrySass1215,@TomArnold,Directed,25991,,,1
@countrysherry,@Feisty_FL,Directed,54591,,,1
@countrysherry,@TrumpGirlStrong,Directed,54592,,,1
@courrielche,@Chadwick_Moore,Directed,50043,,,1
@courrielche,@hulu,Directed,50044,,,1
@CourtneyMcCain,@Deann60959956,Directed,46358,,,1
@CourtneyMcCain,@FoxNews,Directed,46360,,,1
@CourtneyMcCain,@jefferyclark,Directed,46359,,,1
@CourtneyMcCain,@JessicaTarlov,Directed,46361,,,1
@CovfefeGrande,@TheTweetOfGod,Directed,7407,,,1
@cox_jimi,@JTMYVA,Directed,30394,,,1
@cox_jimi,@NIXONsounds,Directed,34075,,,1
@coyotek93,@TheGoodGodAbove,Directed,39605,,,1
@coyotek93,@Top_Sergeant,Directed,39606,,,1
@coyotlo,@djthejournalist,Directed,54621,,,1
@coyotlo,@EmmaRoseKenney,Directed,54623,,,1
@coyotlo,@olga__mclean,Directed,54622,,,1
@CozISlay,@AhmedsMagic,Directed,60419,,,1
@CozISlay,@WendyWilliams,Directed,60420,,,1
@cozmokitty,@theClaudiaInez,Directed,7566,,,1
@CozyPupper28,@PeterSweden7,Directed,31651,,,1
@cplourde6126,@chrisalaniz41,Directed,34364,,,1
@cplourde6126,@W_D_40,Directed,34365,,,1
@cprossa,@BattleChaplain,Directed,36458,,,1
@cprossa,@DarbaDee,Directed,36454,,,1
@cprossa,@DeannaSader,Directed,36461,,,1
@cprossa,@duckduckloose,Directed,36457,,,1
@cprossa,@justjanedoee,Directed,36459,,,1
@cprossa,@Lani6400,Directed,36462,,,1
@cprossa,@mitch_won,Directed,36456,,,1
@cprossa,@soonerrick,Directed,36460,,,1
@cprossa,@vertigo7804,Directed,36455,,,1
@CptKrrk,@thechrisbuskirk,Directed,57427,,,1
@cpv820,@sinister9128,Directed,15924,,,1
@CQID_Enterprise,@DonCheadle,Directed,47085,,,1
@Cr8z13,@JackPosobiec,Directed,60251,,,1
@craazy82,@Lani6400,Directed,7935,,,1
@craazy82,@soonerrick,Directed,7934,,,1
@crafticarolyn,@Amy_Siskind,Directed,7003,,,1
@crafticarolyn,@politico,Directed,7004,,,1
@crafticarolyn,@RoseanneOnABC,Directed,7006,,,1
@CraigBarclay12,@CNN,Directed,50268,,,1
@CraigBarclay12,@dpshow,Directed,50269,,,1
@CraigBarclay12,@HiMyNameIsSeton,Directed,60844,,,1
@CraigBarclay12,@sarahgilbert01,Directed,50270,,,1
@craigbello56,@FLOTUS,Directed,28324,,,1
@craigbello56,@jimmykimmel,Directed,28323,,,1
@craigbello56,@KayaJones,Directed,28321,,,1
@craigbrockridge,@TwitterMoments,Directed,44733,,,1
@CraigCo62,@Foxnews,Directed,60804,,,1
@craigjanisch,@andygh26,Directed,52131,,,1
@craigjanisch,@debralynnsmith3,Directed,52133,,,1
@craigjanisch,@soonerrick,Directed,52132,,,1
@CraigJMitchell,@Coquii73,Directed,60252,,,1
@CraigMSchultz,@CaliBohoChic,Directed,885,,,1
@CraigMSchultz,@RVAwonk,Directed,886,,,1
@craigshenry,@Kaepernick7,Directed,11460,,,1
@Craigsmiffysmif,@kirkmorph3811,Directed,56787,,,1
@CraigUmniy,@ChelseaClinton,Directed,2277,,,1
@CraigUmniy,@OpenSociety,Directed,2278,,,1
@CraigUmniy,@RoorWade,Directed,55028,,,1
@CraigWMachen,@allahpundit,Directed,31966,,,1
@Crash_86,@FuriousNation,Directed,28891,,,1
@Crash_86,@Humancipator35,Directed,28892,,,1
@Crash_86,@PressSec,Directed,28894,,,1
@Crawdaddy26250,@ClayTravis,Directed,11781,,,1
@Crawdaddy26250,@espn,Directed,11784,,,1
@Crawdaddy26250,@KeithOlbermann,Directed,11782,,,1
@craznar,@Alyssa_Milano,Directed,20964,,,1
@craznar,@JohnCarlos_1980,Directed,45436,,,1
@craznar,@melissamccarthy,Directed,45438,,,1
@craznar,@michelleisawolf,Directed,45439,,,1
@crazyauntd,@mcmertry,Directed,42377,,,1
@crazydoglady59,@ChelseaClinton,Directed,44493,,,1
@crazydoglady59,@OpenSociety,Directed,44494,,,1
@CrazyLa29297546,@NBCNews,Directed,5269,,,1
@crazynick_d,@RubinReport,Directed,34488,,,1
@CrazyPoliticUS,@piersmorgan,Directed,53811,,,1
@CrazyQuilts,@AAKnopf,Directed,14384,,,1
@crazyseandx,@Mike_P_Williams,Directed,3816,,,1
@CrazyVegasMark,@FLOTUS,Directed,19217,,,1
@CrazyVegasMark,@jimmykimmel,Directed,19216,,,1
@CrazyVegasMark,@KayaJones,Directed,19214,,,1
@CrazyVegasMark,@susannfiori2,Directed,19213,,,1
@CreechJeff,@InSpiteOfTrump,Directed,58883,,,1
@CreechJeff,@krassenstein,Directed,58882,,,1
@creed_willow,@marthamaccallum,Directed,57103,,,1
@creed_willow,@RealCandaceO,Directed,57105,,,1
@creeperdeath999,@TheTweetOfGod,Directed,7838,,,1
@creid0913,@AP,Directed,13132,,,1
@CreoleBeauty00,@THEsaragilbert,Directed,945,,,1
@CrescensXG,@TurfsterNTE,Directed,25025,,,1
@crewislife,@DailyKos,Directed,23916,,,1
@crewislife,@voxdotcom,Directed,6846,,,1
@Cricket8816,@USATODAY,Directed,56270,,,1
@cricketnmr,@Mikel_Jollett,Directed,29099,,,1
@CrimsonandSpice,@RyanHillMI,Directed,32041,,,1
@CrimsonandSpice,@wouldntyouknow1,Directed,32040,,,1
@CrippleRobbie,@AURRONLY1,Directed,53426,,,1
@CrippleRobbie,@Mjhall412,Directed,21308,,,1
@CrippleRobbie,@POTUS,Directed,21310,,,1
@CrippleRobbie,@RealTrumpLady,Directed,21309,,,1
@CrisHeathen,@kiewtip,Directed,47901,,,1
@CrisHeathen,@RubinReport,Directed,43839,,,1
@CrisHeathen,@themariobros46,Directed,43838,,,1
@CrispyKareem,@davidalangrier,Directed,17539,,,1
@CristianZamoraO,@OliverMcGee,Directed,55295,,,1
@cristig72892877,@ajahny,Directed,16383,,,1
@cristig72892877,@andygh26,Directed,16385,,,1
@cristig72892877,@debralynnsmith3,Directed,16387,,,1
@cristig72892877,@Milliron681,Directed,16384,,,1
@cristig72892877,@soonerrick,Directed,16386,,,1
@cristinalaila1,@gatewa,Directed,5770,,,1
@cristinalaila1,@NFL,Directed,2337,,,1
@cristinalaila1,@nflcommish,Directed,2339,,,1
@cristinalaila1,@NFLPA,Directed,2338,,,1
@CristiSteel,@BretBaier,Directed,33603,,,1
@CristiSteel,@DanaPerino,Directed,30523,,,1
@CristiSteel,@greggutfeld,Directed,30522,,,1
@CristiSteel,@LouDobbs,Directed,33604,,,1
@CristiSteel,@MediaBuzzFNC,Directed,30524,,,1
@CristiSteel,@TuckerCarlson,Directed,33605,,,1
@croclogic,@BWSNashville,Directed,54917,,,1
@croclogic,@SeanLethcoe,Directed,54918,,,1
@CronoT80,@RAZ0RFIST,Directed,45296,,,1
@crookah_,@POTUS,Directed,60742,,,1
@cross_7_7_7,@JarrettHill,Directed,29684,,,1
@crosspointfg,@YahooEnt,Directed,6085,,,1
@CrothRoth17,@lipsoneric,Directed,16904,,,1
@crow_janet,@thehill,Directed,57482,,,1
@crowder_ron,@Thomas1774Paine,Directed,61563,,,1
@CrowSnake420,@MsPackyetti,Directed,19292,,,1
@CroxfordRc,@_RobertBruce,Directed,48251,,,1
@CroxfordRc,@TheTweetwit,Directed,48252,,,1
@CRPSANGEL,@jforbes0707,Directed,13041,,,1
@CRS_One,@ditzkoff,Directed,4907,,,1
@CRS_One,@THR,Directed,17167,,,1
@Crstlyn,@Rosie,Directed,33221,,,1
@cruelladabee,@THEsaragilbert,Directed,13896,,,1
@crufreeman,@THEsaragilbert,Directed,24912,,,1
@crumbsqr,@CharlesMBlow,Directed,4503,,,1
@crumbsqr,@DavidCornDC,Directed,4501,,,1
@crumbsqr,@JoyAnnReid,Directed,4502,,,1
@Crusader4Merica,@RealJack,Directed,33086,,,1
@Crusader4Merica,@therealroseanneRealJack,Directed,33085,,,1
@cruston7,@bezerker99,Directed,9410,,,1
@Crutnacker,@abc,Directed,33000,,,1
@Crutnacker,@TomArnold,Directed,33001,,,1
@CryingJordan,@bighurtrocks,Directed,51659,,,1
@crymeariver6666,@ryanfeinberg407,Directed,15601,,,1
@crymeariver6666,@thenatureboiiii,Directed,15600,,,1
@Crypto_Horse28,@mattyglesias,Directed,54398,,,1
@Crypto_MrBurns,@ABCLATiffani1,Directed,20227,,,1
@Crypto_MrBurns,@LATiffani1,Directed,20228,,,1
@Crypto81_,@RealAlexJones,Directed,54327,,,1
@cryptogeordie,@AlexJayBrady,Directed,52721,,,1
@cryptogeordie,@RealAlexJones,Directed,52722,,,1
@CryptoMob,@OliverMcGee,Directed,25770,,,1
@cryptoninja695,@PeterSweden7,Directed,26407,,,1
@CryptoPopsicle,@annefcav,Directed,16401,,,1
@CryptoPopsicle,@ClayTravis,Directed,16402,,,1
@CryptoPopsicle,@espn,Directed,16405,,,1
@CryptoPopsicle,@KeithOlbermann,Directed,16403,,,1
@crystajenn,@bariweiss,Directed,46859,,,1
@crystajenn,@neontaster,Directed,46858,,,1
@crystajenn,@Yair_Rosenberg,Directed,46857,,,1
@CrystalAnne1229,@ReneePostula,Directed,61493,,,1
@CSCtweets84,@ABC_Publicity,Directed,40899,,,1
@CSCtweets84,@RoseanneOnABC,Directed,40898,,,1
@CSEhlmann,@Newsweek,Directed,43164,,,1
@csekstrom,@CoreyStewartVA,Directed,23341,,,1
@csekstrom,@JohnJHarwood,Directed,23337,,,1
@csekstrom,@MaxBoot,Directed,23338,,,1
@csgersbeck,@FoxNews,Directed,25784,,,1
@CSmithengton,@charliekirk11,Directed,58485,,,1
@CSmithengton,@SouthDallasFood,Directed,58484,,,1
@CSMLuisGonzalez,@EoinHiggins_,Directed,30747,,,1
@csrevolution0,@chelseahandler,Directed,39513,,,1
@csrevolution0,@glennbeck,Directed,39512,,,1
@csrevolution0,@JohnOSmith75,Directed,39511,,,1
@CSTDoug,@ramzy,Directed,28495,,,1
@csthetruth,@JoeNBC,Directed,15331,,,1
@CT99730875,@chrislhayes,Directed,50170,,,1
@CT99730875,@SRuhle,Directed,50169,,,1
@ctdummy80,@Guineawuv,Directed,48095,,,1
@ctdummy80,@Lani6400,Directed,48098,,,1
@ctdummy80,@soonerrick,Directed,48097,,,1
@ctdummy80,@timothious78,Directed,48096,,,1
@ctperson01,@chuckwoolery,Directed,8510,,,1
@ctrinidad94,@CNNMoney,Directed,13608,,,1
@ctrlaltquin,@bleedaquaorange,Directed,45405,,,1
@cubanstogie,@JackPosobiec,Directed,19124,,,1
@cubanstogie,@kathystanton08,Directed,19123,,,1
@cubanstogie,@mrjeffjackson,Directed,19122,,,1
@cubbyrizzo,@JoeConchaTV,Directed,60980,,,1
@cubfanhere1974,@CalebJHull,Directed,54588,,,1
@Cubz9,@andygh26,Directed,44,,,1
@Cubz9,@chrisb_writer,Directed,43,,,1
@Cubz9,@DawnMLopez,Directed,42,,,1
@Cubz9,@debralynnsmith3,Directed,47,,,1
@Cubz9,@michelleisawolf,Directed,5777,,,1
@Cubz9,@Milliron681,Directed,45,,,1
@Cubz9,@PressSec,Directed,5778,,,1
@Cubz9,@soonerrick,Directed,46,,,1
@Cubz9,@TalbertSwan,Directed,5775,,,1
@Cubz9,@ValerieJarrett,Directed,5776,,,1
@CuckToddNBC,@CherylABrown3,Directed,8354,,,1
@CuckToddNBC,@Disney,Directed,8356,,,1
@CuckToddNBC,@Gibbsdithers,Directed,34972,,,1
@CuckToddNBC,@H,Directed,34978,,,1
@CuckToddNBC,@JustNWashington,Directed,34975,,,1
@CuckToddNBC,@KristinaJulia2,Directed,8353,,,1
@CuckToddNBC,@pRESIDENT_ALIEN,Directed,34970,,,1
@CuckToddNBC,@Rizzle1Ray,Directed,34973,,,1
@CuckToddNBC,@Sandy_Beach3001,Directed,34974,,,1
@CuckToddNBC,@Strutstuff1,Directed,34971,,,1
@CuckToddNBC,@TeamHudson11,Directed,34977,,,1
@CuckToddNBC,@the_amish_txtr,Directed,34976,,,1
@cuddlebugg10,@CBCAlerts,Directed,4287,,,1
@Cuer7o,@RyanAFournier,Directed,45418,,,1
@Cuervo_Paper,@TheRitaMoreno,Directed,42024,,,1
@cupcardriver,@FiveRights,Directed,34290,,,1
@cupcardriver,@jdlions888,Directed,34291,,,1
@cupkitts,@EdKrassen,Directed,46668,,,1
@cupkitts,@realmikepacker,Directed,46666,,,1
@cupkitts,@Sarah_G_Barker,Directed,46667,,,1
@CuriousBug,@BurningBuckeye,Directed,23548,,,1
@CuriousBug,@MarkTokarz1,Directed,23549,,,1
@CuriousBug,@OldDamage,Directed,23547,,,1
@CuriousBug,@RobertIger,Directed,23550,,,1
@curlytopqt69,@kwickymartkidd,Directed,55376,,,1
@curlytopqt69,@RealAlexJones,Directed,53070,,,1
@Currambero4u,@Fox,Directed,47226,,,1
@currcl,@PeterSweden7,Directed,15374,,,1
@currcl,@sallykohn,Directed,33786,,,1
@curt_quin,@DailyMailCeleb,Directed,42538,,,1
@CurtisBader,@Ajah1551,Directed,33866,,,1
@CurtisBader,@MAGAALLTHEWAY,Directed,33867,,,1
@CurtisJ17745211,@BeBraesFull,Directed,37056,,,1
@CurtisWhitelock,@ChelseaClinton,Directed,47916,,,1
@CurtisWhitelock,@OpenSociety,Directed,47917,,,1
@CurvyNervyGirl,@AprilDRyan,Directed,13146,,,1
@CurvyNervyGirl,@marniehutchinso,Directed,13144,,,1
@CurvyNervyGirl,@RoseanneOnABC,Directed,13148,,,1
@CurvyNervyGirl,@ValerieJarrett,Directed,13149,,,1
@CurvyNervyGirl,@wmgPR,Directed,13145,,,1
@Cuzco37850132,@chelseahandler,Directed,47069,,,1
@Cuzco37850132,@glennbeck,Directed,47068,,,1
@Cuzco37850132,@JohnOSmith75,Directed,47067,,,1
@Cuzco37850132,@Mandalore_1978,Directed,47066,,,1
@CVitier,@GnarlyMcAwesome,Directed,24457,,,1
@CVitier,@IWillRedPillU,Directed,24458,,,1
@CVitier,@JrWuz,Directed,21791,,,1
@CVitier,@williamlegate,Directed,21793,,,1
@CVitier,@YaBoyChaley,Directed,21792,,,1
@cvsjr002,@Dawn_DeMore1,Directed,27400,,,1
@cwboywz,@bernierotica,Directed,52384,,,1
@cwil88,@FOXTV,Directed,3214,,,1
@cwitch1961,@CBSThisMorning,Directed,53173,,,1
@cwitch1961,@RoseanneOnABC,Directed,53174,,,1
@cwjohannsen,@davidfrum,Directed,20999,,,1
@cy_yenke,@CNNMoney,Directed,32082,,,1
@cyanideann,@rehpotsirhc69,Directed,61512,,,1
@cyanideann,@TalbertSwan,Directed,58986,,,1
@cyanideann,@ValerieJarrett,Directed,58988,,,1
@cybernoelie,@Disney,Directed,60411,,,1
@cybernoelie,@kmiranda1973,Directed,60410,,,1
@cyberprompt,@KateAurthur,Directed,16334,,,1
@cyberprompt,@NickJFuentes,Directed,16335,,,1
@CyborgDynamic,@AliAbunimah,Directed,25517,,,1
@CyborgDynamic,@Rshahtrader,Directed,25516,,,1
@cybr_gk,@JimmyKimmel,Directed,31331,,,1
@cybr_gk,@JoyVBehar,Directed,31330,,,1
@cycleoptions,@cykelly1718,Directed,45604,,,1
@cycleoptions,@NPR,Directed,11168,,,1
@Cyclethepacwest,@nadabakos,Directed,44653,,,1
@Cyclethepacwest,@THEsaragilbert,Directed,44652,,,1
@cylawson8,@bapartofmylife,Directed,11662,,,1
@cylawson8,@BarbieBee63,Directed,11665,,,1
@cylawson8,@DanWall75723618,Directed,11667,,,1
@cylawson8,@Lindapearl2,Directed,11664,,,1
@cylawson8,@Sassafras_Knob,Directed,11668,,,1
@cylawson8,@savtah8,Directed,11669,,,1
@cylawson8,@smidgean,Directed,11666,,,1
@Cyn7507,@TrumpsTaxes,Directed,59629,,,1
@Cyn7507,@yashar,Directed,59630,,,1
@cyndiweston,@filmystic,Directed,56319,,,1
@cynthia_ellis,@ChelseaClinton,Directed,16017,,,1
@cynthia_ellis,@OpenSociety,Directed,16018,,,1
@CynthiaDunham2,@LauraLoomer,Directed,3351,,,1
@CynthiaPirl,@ABCNet,Directed,7417,,,1
@CynthiaTimmo,@FLOTUS,Directed,7399,,,1
@CynthiaTimmo,@NC_Sasquatch,Directed,7398,,,1
@CynthiaTimmo,@PressSec,Directed,7400,,,1
@CynthiaTimmo,@SenatorTimScott,Directed,7401,,,1
@cynthiatweedle,@jc_moffett,Directed,25003,,,1
@cynthiatweedle,@TeamCavuto,Directed,25004,,,1
@cynttterry,@Lani6400,Directed,47531,,,1
@CyStanton,@WayneDupreeShow,Directed,19891,,,1
@czechsaaz,@harikondabolu,Directed,7060,,,1
@d_ALLL,@AustinJLuse,Directed,18621,,,1
@d_ALLL,@SallyHooper11,Directed,18622,,,1
@d_ferfuson,@ADBPhotoInc,Directed,35599,,,1
@d_ferfuson,@kobebryant,Directed,35598,,,1
@d_ferfuson,@paugasol,Directed,35600,,,1
@d_ferfuson,@PhilJackson11,Directed,35601,,,1
@d_fly2012,@matthewamiller,Directed,4743,,,1
@D_man1974,@Amy_Siskind,Directed,47854,,,1
@D_man1974,@Variety,Directed,47855,,,1
@d_myke,@ClayTravis,Directed,8061,,,1
@d_myke,@espn,Directed,8064,,,1
@d_myke,@KeithOlbermann,Directed,8062,,,1
@d_o_beatz,@Wendys_Garden,Directed,35785,,,1
@d_oise,@lp_lapresse,Directed,1101,,,1
@D_S_J_,@RoseanneOnABC,Directed,61171,,,1
@d1017baby,@CNN,Directed,8299,,,1
@d3castaway,@THEsaragilbert,Directed,54669,,,1
@d3rekfk,@jps4ua,Directed,7572,,,1
@D8N_Barb,@michcoll,Directed,3815,,,1
@Dabbyj1,@rolandsmartin,Directed,24177,,,1
@Dabbyj1,@RoseanneOnABC,Directed,24179,,,1
@Dabbyj1,@ValerieJarrett,Directed,24181,,,1
@dabsman710,@allahpundit,Directed,16898,,,1
@daclayfish,@realroseannebarr,Directed,13751,,,1
@dad2therescue83,@charliekirk11,Directed,34257,,,1
@dad2therescue83,@jimd22551,Directed,34256,,,1
@dad2therescue83,@Pr0Truthh,Directed,34255,,,1
@DaddyGup,@MarkDice,Directed,23294,,,1
@daddyvult,@andersoncooper,Directed,27788,,,1
@dadjmi,@capnjoy,Directed,57197,,,1
@DadJokeDaily,@starofthenight5,Directed,22371,,,1
@DaFuente,@ChanningKing,Directed,11470,,,1
@DaFuente,@kumailn,Directed,11471,,,1
@dager_mary,@debralynnsmith3,Directed,31821,,,1
@dager_mary,@odetteroulette,Directed,31819,,,1
@dager_mary,@soonerrick,Directed,31820,,,1
@Dagogirl07,@THEsaragilbert,Directed,60162,,,1
@dagonz46_frank,@anolalady,Directed,5404,,,1
@dagreatscienski,@charliekirk11,Directed,39108,,,1
@dagreatscienski,@ChelseaClinton,Directed,61398,,,1
@dagreatscienski,@EzraBridger2018,Directed,54689,,,1
@dagreatscienski,@HeyJT_HeyJT,Directed,25761,,,1
@dagreatscienski,@ladyhawkerfinds,Directed,61396,,,1
@dagreatscienski,@LunaLuvgood2017,Directed,61397,,,1
@dagreatscienski,@OccupyDemocrats,Directed,54690,,,1
@dagreatscienski,@SouthDallasFood,Directed,39107,,,1
@dagreatscienski,@tarastrong,Directed,25762,,,1
@DahBunnynoze,@AP,Directed,44226,,,1
@DahBunnynoze,@TIME,Directed,47366,,,1
@dailyexception,@mikerblackman,Directed,39902,,,1
@DailyMailCeleb,@BoldGalStrong,Directed,24936,,,1
@DailyMeltdown99,@BU2BaRUSHfan,Directed,25461,,,1
@DailyMeltdown99,@Shellym92852025,Directed,25460,,,1
@DailyMeltdown99,@TC_resistance,Directed,25462,,,1
@DailymotionUSA,@Wochit,Directed,25207,,,1
@dailyrollcall,@toddstarnes,Directed,35305,,,1
@dailystrategies,@ChelseaClinton,Directed,54660,,,1
@dailystrategies,@OpenSociety,Directed,54661,,,1
@daisy_daisybb,@Cernovich,Directed,37884,,,1
@DaisyDuke93727,@KTHopkins,Directed,49007,,,1
@daisyifyoudo68,@annvandersteel,Directed,22210,,,1
@daisyifyoudo68,@CarrieLockhart_,Directed,22216,,,1
@daisyifyoudo68,@CylantJustice,Directed,41265,,,1
@daisyifyoudo68,@JTMYVA,Directed,22215,,,1
@daisyifyoudo68,@mitchellvii,Directed,22213,,,1
@daisyifyoudo68,@POTUS,Directed,22217,,,1
@daisyifyoudo68,@realPolitiDiva,Directed,22211,,,1
@daisyifyoudo68,@TheRealHublife,Directed,22214,,,1
@DaisyLa95687747,@atrupar,Directed,7713,,,1
@DaisyLa95687747,@Disney,Directed,14511,,,1
@DaisyLa95687747,@jeannemb1963,Directed,14508,,,1
@DaisyLa95687747,@MichaelSkolnik,Directed,14509,,,1
@DaisyLa95687747,@olgaNYC1211,Directed,15293,,,1
@DaisyLa95687747,@TrumpsareNazis,Directed,15292,,,1
@DaiTengu,@RealAlexJones,Directed,49675,,,1
@DaKineFiveO,@brianstelter,Directed,43470,,,1
@DaKineFiveO,@BrookeBCNN,Directed,43471,,,1
@DaKineFiveO,@CNN,Directed,43472,,,1
@Dakota_Mom2,@TVLine,Directed,13290,,,1
@DakotaLeeDilley,@KateAurthur,Directed,36085,,,1
@dakotawin318,@bapartofmylife,Directed,44251,,,1
@dakotawin318,@BarbieBee63,Directed,44254,,,1
@dakotawin318,@DanWall75723618,Directed,44256,,,1
@dakotawin318,@Lindapearl2,Directed,44253,,,1
@dakotawin318,@RoseanneOnABC,Directed,46990,,,1
@dakotawin318,@smidgean,Directed,44255,,,1
@dakotawin318,@TRafaelCimino,Directed,44250,,,1
@dakotawolfie,@LadyBabs07,Directed,1567,,,1
@Dal_y,@BlockheadNYC,Directed,16690,,,1
@dalecooper_,@SharlaBook,Directed,56748,,,1
@DaleEstey,@Claudia28588043,Directed,1838,,,1
@DaleKerr,@R_Supernault,Directed,28553,,,1
@DaleKerr,@WhitneyCummings,Directed,15543,,,1
@DaleKing1988,@NBCNews,Directed,45366,,,1
@DaleLee919,@AreLights,Directed,9634,,,1
@DaleLee919,@GOP,Directed,9637,,,1
@DaleLee919,@hillfamilynana,Directed,9635,,,1
@DaleLee919,@kathygriffin,Directed,52345,,,1
@DaleLee919,@SinistarMoca,Directed,52344,,,1
@DaliaChai,@NYDailyNews,Directed,30486,,,1
@DaliaChai,@WayneDupreeShow,Directed,33167,,,1
@DaliDager,@claudio55551401,Directed,43627,,,1
@dalilapayan,@Raymundo_J,Directed,33638,,,1
@dalilapayan,@Variety,Directed,33636,,,1
@dallasnews,@d,Directed,27367,,,1
@dallasnews,@DawnBurkes,Directed,51825,,,1
@DaltonCullison,@FOXTV,Directed,49040,,,1
@DaltonCullison,@LastManStanding,Directed,49041,,,1
@dalykyle,@dalykyle,Directed,38806,,,1
@dalykyle,@pattymo,Directed,38807,,,1
@DAM0013,@Disney,Directed,24742,,,1
@DAM0013,@LisaSmith4680,Directed,24741,,,1
@DAMasiello,@JoyAnnReid,Directed,61074,,,1
@DAMasiello,@stopmediabiasxo,Directed,61073,,,1
@DAMasiello,@WalshFreedom,Directed,61072,,,1
@damianholbrook,@kathygriffin,Directed,2682,,,1
@damircatic,@andygh26,Directed,4199,,,1
@damircatic,@debralynnsmith3,Directed,4201,,,1
