Id,Label,timeset,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,tweets,mentions,pro
@NoCowpieZone,,,73,9,0.228392,0.247577,0,1,0,1
@NoDecafPlz,,,54,8,0.283031,0.322328,0,,,
@NoDrama999,,,5486,1,1,1,0,1,0,5
@americancacti,,,5486,0,0,0,0,0,1,3
@NoelHansen74,,,5487,8,0.282383,0.319626,0,,,
@noelJoh82360055,,,49,9,0.245093,0.264979,0,,,
@SmileyJones17,,,49,0,0,0,0,,,
@NoelleTMD,,,5488,8,0.282383,0.319626,0,1,0,3
@noem210,,,96,1,1,1,0,,,
@NoFearLetsGo,,,73,1,1,1,0,,,
@NoFortunate,,,2687,8,0.291722,0.333783,0,1,0,3
@48nylady,,,2687,0,0,0,0,0,1,3
@NoFucksGiven642,,,49,1,1,1,0,,,
@DianePierce532,,,49,0,0,0,0,,,
@NOH1B,,,1426,8,0.285068,0.328852,0,,,
@B1_4Change,,,1426,0,0,0,0,,,
@noidd,,,5489,1,1,1,0,1,0,1
@JessicaUelmen,,,5489,0,0,0,0,0,1,3
@NoIdiocracy,,,4323,8,0.29028,0.329107,0,,,
@noimnotjewish,,,5490,8,0.282383,0.319626,0,,,
@NoiseGateStudio,,,474,9,0.22267,0.247422,0,,,
@NoisyInfamous,,,345,8,0.298303,0.33545,0,1,0,3
@Crzy61RG,,,345,0,0,0,0,0,1,3
@NoJesusNoPeace1,,,5491,8,0.282848,0.321183,0,0,1,3
@rharris7570,,,5491,8,0.282848,0.321183,0,1,0,1
@Noknock1,,,1253,8,0.285627,0.326632,0,,,
@JDugudichi,,,1253,0,0,0,0,,,
@NOLA9Saints,,,3112,8,0.28461,0.325469,0,2,0,4
@H_Begley,,,3112,0,0,0,0,0,1,3
@nolaguy_phd,,,5492,1,1,1,0,1,0,5
@scottbix,,,5492,0,0,0,0,1,1,3
@NolanZugernat,,,9,10,0.183802,0.200193,0,,,
@LisaMoraitis1,,,9,0,0,0,0,,,
@nomadchristina,,,5493,8,0.286277,0.327654,0,1,0,1
@NomiRuiz,,,5494,8,0.282383,0.319626,0,,,
@non_GOP,,,5495,9,0.239429,0.260432,0,1,0,3
@nonamen777,,,5496,9,0.239429,0.260432,0,,,
@nonconfromist,,,5497,8,0.282566,0.320773,0,,,
@NoniMovie,,,54,8,0.285535,0.325677,0,,,
@NonnaMarijuana,,,345,1,1,1,0,,,
@nonobadbad,,,5498,8,0.282383,0.319626,0,,,
@nonstopvalb,,,5499,8,0.282848,0.321183,0,,,
@michellewolf,,,5499,0,0,0,0,,,
@NoOneCaresLOL_,,,1978,8,0.284516,0.326207,0,,,
@Bad_Episode,,,1978,0,0,0,0,,,
@JustKeak,,,1978,0,0,0,0,,,
@SteveHyett,,,1978,0,0,0,0,,,
@NoOrangeClown,,,5500,8,0.282383,0.319626,0,1,0,3
@NopeNotMyCheeto,,,5501,9,0.239429,0.260432,0,,,
@NordicNurse99,,,1978,8,0.281846,0.322874,0,1,0,3
@kellyhirz,,,1978,0,0,0,0,0,1,3
@NoriyaNori1977,,,5502,8,0.282383,0.319626,0,1,0,3
@norlingshea,,,5503,1,1,1,0,1,0,3
@WorldofIsaac,,,5503,0,0,0,0,,,
@norlisssolomon,,,5504,8,0.282383,0.319626,0,1,0,1
@Norm_berry,,,5962,8,0.28441,0.323296,0,,,
@normancom1,,,133,8,0.284605,0.325622,0,1,0,1
@britishtouch1,,,133,0,0,0,0,0,1,3
@NormasNook1,,,663,2,0.75,0.833333,0,1,0,5
@NormaSuze,,,5505,8,0.282383,0.319626,0,,,
@NormiesBGone,,,5506,9,0.239429,0.260432,0,,,
@NorrathReaver,,,54,8,0.283979,0.324588,0,2,0,2
@norristhekat,,,5507,8,0.282383,0.319626,0,1,0,3
@northernsky29,,,5508,1,1,1,0,,,
@Michael_Louden1,,,5508,0,0,0,0,,,
@NorthFalcon74,,,5509,8,0.28768,0.332249,0,2,0,2
@pigslie,,,5509,0,0,0,0,0,1,3
@vetfor_trump,,,5509,0,0,0,0,0,1,3
@northhills24,,,5510,8,0.282383,0.319626,0,1,0,3
@Northsiders1985,,,4323,8,0.315108,0.358303,0,,,
@NorthwoodsZilly,,,1253,8,0.282848,0.321183,0,,,
@northynort,,,3112,9,0.220819,0.239955,0,1,0,3
@PrplGld,,,786,8,0.2847,0.32734,0,,,
@SherryB47242871,,,786,0,0,0,0,,,
@nosseginger,,,345,8,0.284231,0.325968,0,1,0,3
@TrumpFix,,,345,0,0,0,0,0,1,3
@Not_a_Sherpa,,,1978,8,0.290766,0.336256,0,2,0,2
@Not_My_Wall,,,5511,8,0.282383,0.319626,0,1,0,3
@not2far2right,,,96,8,0.283301,0.322608,0,,,
@Notademtard,,,5512,8,0.282383,0.319626,0,,,
@NotAFollower4,,,345,8,0.28275,0.321156,0,1,0,3
@notagain53,,,5513,8,0.282383,0.319626,0,,,
@notalemming,,,1253,8,0.295104,0.341531,440,,,
@KimCoyle10,,,1253,0,0,0,0,,,
@notanumber210,,,5514,8,0.282383,0.319626,0,,,
@notatrumpster1,,,5515,8,0.282383,0.319626,0,1,0,3
@notcapnamerica,,,1426,8,0.283871,0.322781,0,,,
@notcomplicit23,,,9,8,0.283398,0.3229,0,,,
@RIChapterWMW,,,9,0,0,0,0,,,
@notDeadYet0001,,,1560,10,0.194149,0.206844,0,,,
@NotEasyBNGreen,,,5516,8,0.282383,0.319626,0,,,
@NoteFromSELF,,,1899,8,0.291558,0.345005,0,1,0,3
@GOVTWINE,,,1899,0,0,0,0,,,
@jamster5068,,,1899,0,0,0,0,,,
@janetramey5,,,1899,0,0,0,0,,,
@Jiji_Nair,,,1899,0,0,0,0,,,
@Kokomothegreat,,,1899,0,0,0,0,,,
@PacificBerry,,,1899,0,0,0,0,,,
@robinwash,,,1899,0,0,0,0,0,1,3
@SiriusLeeSpeak,,,1899,0,0,0,0,,,
@Steve03343829,,,1899,0,0,0,0,,,
@notevencharming,,,3370,8,0.287363,0.332221,0,1,0,3
@notfordjtrump1,,,5517,8,0.282383,0.319626,0,,,
@NotGayMike,,,474,1,1,1,0,,,
@NotJTompkins,,,4323,8,0.282848,0.321183,0,1,0,3
@notkimjones,,,5518,8,0.282383,0.319626,0,,,
@NotKnucklinUndr,,,5519,8,0.282383,0.319626,0,,,
@notMrsVetoe,,,5520,8,0.282383,0.319626,0,,,
@NotMyLinkedIn,,,2651,1,1,1,0,,,
@NOTOKAYNOTTODAY,,,663,8,0.297116,0.340723,0,2,0,3
@donwonyou1940,,,663,0,0,0,0,0,1,3
@o07NY,,,663,0,0,0,0,,,
@vajenson,,,663,0,0,0,0,0,1,3
@NoToTheVladimir,,,5521,1,1,1,0,,,
@WaifuP0lygamy,,,5521,0,0,0,0,,,
@notpickypie,,,1426,8,0.284333,0.324317,0,1,0,3
@GrismoreLori,,,1426,0,0,0,0,0,1,3
@notputinupwidis,,,5522,8,0.283312,0.322733,0,,,
@Kimberl64530512,,,5522,0,0,0,0,,,
@Michell00408945,,,5522,0,0,0,0,,,
@NotReallyltd,,,2810,8,0.282848,0.321183,0,1,0,3
@NoTrumpanzees,,,73,1,1,1,0,,,
@notsince1973,,,5523,8,0.294673,0.33396,0,,,
@fema,,,5523,0,0,0,0,,,
@notsonormalnow,,,5524,8,0.286745,0.329193,0,1,0,1
@WorkNPRO_GRESS,,,5524,0,0,0,0,0,1,3
@notstevenwhite,,,5525,1,1,1,0,,,
@sgadarian,,,5525,0,0,0,0,,,
@NotTiff_Tiffany,,,474,1,1,1,0,1,0,3
@nottoct,,,73,1,1,1,0,,,
@notvanwilder,,,1426,8,0.283871,0.322781,0,,,
@novacop923,,,2651,11,0.160557,0.170165,0,1,0,3
@NOVELLOG_,,,5526,1,1,1,0,,,
@Divina615,,,5526,0,0,0,0,,,
@Noveltunity,,,5527,8,0.282383,0.319626,0,,,
@now_justice,,,49,1,1,1,0,,,
@NowCremeCaramel,,,5528,8,0.282848,0.321183,0,,,
@Pirkka2,,,5528,0,0,0,0,,,
@NowellKern,,,3608,8,0.286275,0.326517,0,1,0,3
@DeadlyCyclone,,,3608,0,0,0,0,0,1,3
@NowJim,,,5529,8,0.282383,0.319626,0,1,0,5
@noxypaws,,,5530,8,0.282383,0.319626,0,,,
@NoyTeally,,,2774,8,0.282566,0.320773,0,1,0,3
@npearson21,,,2010,8,0.288742,0.33098,0,1,0,3
@npeci,,,96,9,0.23203,0.254124,0,,,
@NPotada,,,5531,8,0.282383,0.319626,0,,,
@nprpolitics,,,54,8,0.29527,0.337392,0,,,
@Trump👎🏼,,,54,0,0,0,0,,,
@NRAVikki,,,4323,8,0.28275,0.321156,0,1,0,1
@NRCphotos,,,5532,1,1,1,0,1,0,3
@NrmlP,,,73,1,1,1,0,1,0,3
@NS88zy,,,54,9,0.228505,0.253066,0,,,
@nsbishop,,,5533,8,0.282383,0.319626,0,,,
@NSWilson918,,,61,8,0.283129,0.321592,0,1,0,3
@ntepup,,,3608,8,0.282848,0.321183,0,,,
@Ntheforest,,,2651,9,0.255569,0.286808,0,,,
@nthurman51,,,4323,8,0.285808,0.327438,0,,,
@WITWComingTo,,,4323,0,0,0,0,,,
@ntvnyr173,,,96,8,0.283679,0.325016,0,,,
@EJ_Atwood,,,96,0,0,0,0,,,
@Tricia4Trump,,,96,9,0.246328,0.270269,8.866667,,,
@Nu_Konspicuous7,,,5534,8,0.286277,0.327654,0,,,
@NuanceBro,,,616,8,0.283495,0.323114,0,,,
@NubianLuv6,,,73,8,0.283312,0.322733,0,,,
@nubiansis8,,,474,8,0.283398,0.3229,0,1,0,3
@NubienneLem,,,5535,8,0.282383,0.319626,0,1,0,3
@Nudelagoon,,,4323,1,1,1,0,1,0,3
@momsforshade,,,4323,0,0,0,0,0,1,3
@nudlesoop,,,49,9,0.228512,0.249998,0,,,
@NueOne,,,5536,8,0.282383,0.319626,0,,,
@NullSpaceGaming,,,5537,1,1,1,0,,,
@scrvydarg,,,5537,0,0,0,0,,,
@nulvicat,,,5538,8,0.282383,0.319626,0,,,
@number1mom9195,,,5539,9,0.246328,0.270269,0,1,0,3
@NumbZombieMom,,,616,1,1,1,0,,,
@MeredthSalenger,,,616,0,0,0,0,,,
@nune23,,,5540,8,0.282848,0.321183,0,1,0,1
@Chongo2204,,,5540,0,0,0,0,0,1,3
@NunMaryMargaret,,,5541,8,0.282383,0.319626,0,,,
@NunoJooHenriqu2,,,5542,8,0.282383,0.319626,0,,,
@nunyabeeswaxxxx,,,61,8,0.284326,0.325225,0,,,
@Nunyabiz1111,,,5543,8,0.282383,0.319626,0,,,
@nur_die_Ruhe,,,54,8,0.283766,0.324616,0,,,
@ClintonFdn,,,54,0,0,0,0,,,
@Nursedudesteve,,,345,9,0.24252,0.270396,0,,,
@herculezg,,,345,0,0,0,0,,,
@Nursegoes,,,5544,8,0.282383,0.319626,0,,,
@nursevictoria11,,,5545,9,0.239429,0.260432,0,,,
@nurseylu,,,1374,1,1,1,0,1,0,1
@NursStokes,,,5546,8,0.282383,0.319626,0,,,
@NuseUSMC,,,345,9,0.261036,0.286614,0,1,0,3
@NuSheriffintwn,,,61,8,0.287116,0.329591,0,1,0,3
@nutmeg_kelly,,,4323,8,0.283398,0.323853,0,,,
@GPDriver67,,,4323,0,0,0,0,,,
@nutritiongrad04,,,5547,8,0.282383,0.319626,0,,,
@Nvermindeh,,,54,8,0.286718,0.326482,0,,,
@ThomasMazze,,,54,1,1,1,1,1,0,5
@nvgymboy,,,96,8,0.286934,0.330337,0,,,
@nvmadejo,,,5548,8,0.282383,0.319626,0,1,0,3
@NVPeople,,,2651,9,0.226038,0.249154,0,1,0,3
@Nvrliberal,,,1253,1,1,1,0,,,
@NWestSunshine,,,54,8,0.285161,0.326411,0,,,
@NWGLinda,,,5549,8,0.282383,0.319626,0,,,
@NWUnicorns,,,5550,8,0.282383,0.319626,0,,,
@ny2plano,,,1560,9,0.223246,0.243449,0,,,
@nyasgarden,,,5551,8,0.282383,0.319626,0,1,0,3
@nyc10016,,,345,1,1,1,0,,,
@NYCChristopherB,,,1560,9,0.223246,0.243449,0,,,
@NYCchula,,,5552,8,0.282383,0.319626,0,,,
@nycgirl04,,,73,8,0.285885,0.324455,0,,,
@NychelleX,,,4243,1,1,1,0,,,
@POTUSYou,,,4243,0,0,0,0,,,
@nyciw,,,663,8,0.319797,0.360779,0,1,0,1
@Nyclawyer212,,,54,8,0.287147,0.329746,0,1,0,3
@NYdouchebag,,,1978,8,0.285159,0.327516,2.166667,,,
@AulonaBC,,,1978,0,0,0,0,,,
@TheNamesGary,,,1978,8,0.284605,0.325622,0,1,0,1
@NYGfan4ever,,,49,1,1,1,0,1,0,3
@NyjVillainy,,,5553,8,0.282383,0.319626,0,,,
@NyKiLopez,,,1560,9,0.223246,0.243449,0,,,
@NykkiSummers,,,5554,8,0.294673,0.33396,0,,,
@DennisTracy34,,,5554,0,0,0,0,,,
@nylgk,,,4323,8,0.285714,0.325054,0,1,0,3
@suziemiller63,,,4323,0,0,0,0,,,
@NymbusNox,,,1899,2,0.6,0.666667,0,,,
@nymike2,,,73,1,1,1,0,,,
@nynyqueens1,,,5555,8,0.282383,0.319626,0,,,
@NYRaider88,,,5556,1,1,1,0,,,
@TeeBiggs,,,5556,0,0,0,0,,,
@Nyro4uLaura,,,5557,8,0.282383,0.319626,0,1,0,3
@NYSF89,,,474,9,0.223415,0.244417,0,,,
@MarshaWarfield,,,474,0,0,0,0,,,
@nysprts1,,,5314,8,0.297943,0.338397,0,1,0,3
@Nysteveo2AOLcom,,,49,9,0.232409,0.254229,0,,,
@biconyeol,,,2774,0,0,0,0,,,
@realDonadTrump,,,133,0,0,0,0,,,
@rgay,,,133,0,0,0,0,,,
@nytrashthedress,,,5558,8,0.282383,0.319626,0,,,
@O__Canada,,,73,9,0.251869,0.275142,0,,,
@o2bnhvn,,,4323,8,0.293801,0.335185,0,,,
@oakaged22,,,9,8,0.292165,0.329159,0,,,
@tsracewife,,,1426,8,0.283592,0.323137,0,1,0,3
@OathKeeper101st,,,54,8,0.284333,0.324317,0,,,
@oatsis,,,5559,8,0.282383,0.319626,0,,,
@obamatheosama,,,1426,8,0.284884,0.327718,0,,,
@MarkCNC64,,,1426,0,0,0,0,,,
@Obijuangonzalez,,,5560,8,0.282383,0.319626,0,,,
@obligatoryasian,,,474,8,0.288626,0.334147,0,,,
@oboylemm,,,1899,8,0.282848,0.321183,0,1,0,3
@OBrienKevinS,,,2010,2,0.666667,0.75,0,,,
@Obsceneoblivion,,,5561,8,0.282383,0.319626,0,,,
@OBSERVER_RAM,,,5962,8,0.28441,0.323296,0,1,0,1
@ObsidianBeau,,,5962,8,0.282848,0.321183,0,,,
@OBX_Hokie,,,5562,8,0.282383,0.319626,0,,,
@obx1957,,,73,9,0.228392,0.247577,0,,,
@obxloan,,,5563,8,0.282383,0.319626,0,,,
@obxredshoes,,,3370,8,0.283582,0.323472,0,,,
@1a,,,3370,0,0,0,0,,,
@OCC07,,,5564,8,0.282383,0.319626,0,,,
@Occhipinti16F,,,5565,8,0.282383,0.319626,0,,,
@occhuckaranch,,,345,8,0.313669,0.351537,0,1,0,3
@OccupyNachos,,,96,9,0.248734,0.279044,0,,,
@GreysABC,,,133,0,0,0,0,,,
@occupywsib,,,174,1,1,1,0,,,
@Ocean4m32,,,4323,8,0.282848,0.321183,0,,,
@OceanChick,,,61,1,1,1,0,,,
@Kate_Chase,,,61,0,0,0,0,,,
@OceanSolitudeME,,,96,9,0.250717,0.279338,0,,,
@Disney🇺🇸,,,96,0,0,0,0,,,
@OceanTess,,,5566,8,0.282383,0.319626,0,,,
@OchamsRazr,,,5567,1,1,1,0,,,
@AliceAvizandum,,,5567,0,0,0,0,,,
@OchosPantalones,,,5568,1,1,1,0,1,0,1
@elisefoley,,,5568,0,0,0,0,0,1,3
@ochyerhole,,,3370,8,0.283592,0.323137,0,1,0,3
@OCKRZV,,,4323,8,0.293801,0.335185,0,1,0,3
@ocnamc,,,5569,8,0.283312,0.322733,0,1,0,1
@Miss_DeMeanor2,,,5569,0,0,0,0,0,1,3
@thejimjams,,,5569,0,0,0,0,0,1,3
@OCRose,,,616,9,0.224742,0.247157,0,,,
@ocseoexperts,,,5570,8,0.282383,0.319626,0,,,
@OctamanRadio,,,2774,8,0.282566,0.320773,0,,,
@Octane_PR,,,474,1,1,1,0,,,
@Octolock1,,,2687,8,0.302613,0.343001,0,,,
@MattY5491,,,2687,0,0,0,0,,,
@summerofsam1975,,,2687,0,0,0,0,,,
@ocularnervosa,,,5314,8,0.297943,0.338397,0,,,
@odafins,,,5571,0,0,0,0,,,
@ODBJD,,,2651,9,0.255569,0.286808,0,,,
@Odd_One_Out15,,,5572,1,1,1,0,1,0,3
@OdelGauri,,,133,8,0.284887,0.326615,0,,,
@AnnieSage,,,474,0,0,0,0,,,
@OdinMo,,,4323,8,0.294553,0.337079,0,,,
@spreadkindnez,,,4323,8,0.294276,0.336706,1,,,
@OdysseyAngel,,,5573,8,0.282383,0.319626,0,1,0,3
@OffBalanceLibra,,,5574,8,0.282383,0.319626,0,,,
@OffgridMom,,,5575,8,0.282383,0.319626,0,1,0,1
@OfficerJustin,,,5576,8,0.282383,0.319626,0,,,
@officialbradmi1,,,5577,8,0.294197,0.332432,0,,,
@OfficialChadRob,,,5578,8,0.282848,0.321183,0,,,
@PaulDeCristofo4,,,5578,0,0,0,0,,,
@officialdanyul,,,5579,8,0.282848,0.321183,0,,,
@scottholstein,,,5579,0,0,0,0,,,
@officialDubleSS,,,474,9,0.223018,0.242684,0,1,0,3
@OfficialEV3Gurl,,,5580,1,1,1,0,,,
@GraceRandolph,,,5580,0,0,0,0,,,
@officialkalip,,,345,2,0.6,0.666667,0,,,
@OfficialOZFM,,,5581,1,1,1,0,,,
@RobertShawn13,,,5581,0,0,0,0,,,
@OffiJuanCamacho,,,5582,8,0.282383,0.319626,0,1,0,1
@ofTimeSpace,,,1560,8,0.286361,0.328308,0,,,
@RamseyEan,,,1560,8,0.286361,0.328308,0,,,
@OfWauconda,,,61,8,0.284884,0.328474,0,2,0,2
@gollum1419_g,,,61,0,0,0,0,0,1,3
@rcosgrove,,,61,0,0,0,0,0,1,3
@RobbieResister,,,61,0,0,0,0,0,1,3
@OG4051,,,133,8,0.30661,0.345634,0,1,0,1
@ogami1972,,,4323,8,0.2933,0.333549,0,,,
@ogjeepman,,,5583,8,0.282383,0.319626,0,,,
@OGJordans85,,,133,8,0.30661,0.345634,0,,,
@ognirrats1961,,,5584,9,0.246753,0.271939,0,1,0,3
@therealroseanneABC,,,5584,0,0,0,0,,,
@OGPapaware,,,663,8,0.309741,0.35129,0,1,0,3
@OGtankman,,,5585,1,1,1,0,,,
@oguinnc,,,5586,8,0.286277,0.327654,0,,,
@Ogyafs,,,5587,8,0.282383,0.319626,0,,,
@Oh_Hei,,,49,2,0.75,0.833333,0,,,
@SorayaMcDonald,,,49,1,1,1,1.142857,0,2,3
@OHANON1,,,5588,8,0.282383,0.319626,0,,,
@ohboyvidya,,,5589,8,0.282383,0.319626,0,,,
@OhDawnCanada,,,3370,8,0.283129,0.321592,0,1,0,1
@OhFaro,,,5590,8,0.282383,0.319626,0,,,
@ohhhcolleen,,,1560,9,0.223246,0.243449,0,1,0,1
@ohhJerusalem,,,2010,9,0.242762,0.269492,0,,,
@ohiglenn,,,5591,8,0.282383,0.319626,0,,,
@ohioMom10,,,345,9,0.223301,0.244278,0,1,0,3
@VeccMV,,,345,0,0,0,0,0,1,3
@OhiosFavSon,,,5592,8,0.282383,0.319626,0,,,
@ohiotimmons3,,,5593,8,0.282383,0.319626,0,1,0,1
@ohjdot,,,5594,8,0.282383,0.319626,0,,,
@OhlsenEric,,,5595,8,0.282383,0.319626,0,,,
@ohmypinks,,,5596,8,0.282848,0.321183,0,,,
@cee_mcgee,,,5596,0,0,0,0,,,
@ohpaver,,,96,1,1,1,0,,,
@ohsoorobin,,,5597,8,0.282383,0.319626,0,,,
@ohsummerbw,,,5598,8,0.282383,0.319626,0,,,
@ohthats_Her,,,1253,9,0.220596,0.238429,0,1,0,3
@oilofmercy,,,2774,8,0.283679,0.323304,0,,,
@OjiDannelley,,,5599,1,1,1,0,,,
@KimberlyJurgen,,,5599,0,0,0,0,,,
@ojodio_jodi,,,5600,8,0.282383,0.319626,0,,,
@oJONEZo,,,5601,8,0.282383,0.319626,0,,,
@OJs_Left_Glove,,,1560,8,0.283879,0.322075,0,,,
@okapiden,,,4323,8,0.298772,0.344689,0,,,
@snarkforce1,,,4323,8,0.298772,0.344689,0,,,
@xmtufty,,,4323,8,0.282383,0.319626,0,,,
@OKCPrepper,,,9,9,0.231457,0.253167,0,,,
@okeydockie,,,5602,1,1,1,0,,,
@OurExpense,,,5602,0,0,0,0,,,
@okgrdnfn,,,5603,8,0.283312,0.322733,0,0,1,3
@MrsEichinger,,,5603,0,0,0,0,,,
@Sweets11R,,,5603,8,0.283312,0.322733,0,1,0,3
@Okie_Resister,,,61,8,0.283226,0.321618,0,,,
@okiehard,,,5604,8,0.282383,0.319626,0,,,
@okokbehonest,,,73,8,0.288714,0.33566,0,,,
@OKrandomnobody,,,1426,8,0.284456,0.328371,0,1,0,3
@primarina,,,1426,8,0.284421,0.32619,0,0,1,3
@Old_Hippie56,,,3608,8,0.283031,0.322328,0,,,
@cbarnella,,,3608,0,0,0,0,,,
@Old_SchoolDude,,,5605,8,0.282383,0.319626,0,1,0,3
@OldBiker7,,,5606,8,0.282383,0.319626,0,1,0,3
@Oldbikerfirst,,,96,1,1,1,0,,,
@OldDogVT,,,5607,8,0.282383,0.319626,0,,,
@Olde8675309,,,5962,8,0.299451,0.344894,0,,,
@OldGezzer70,,,1899,8,0.295148,0.335481,0,,,
@ArmyOfTrump1,,,1899,0,0,0,0,,,
@OldGringo2238,,,663,8,0.308339,0.347584,0,,,
@oldmanweldon,,,616,9,0.221997,0.243136,0,,,
@AlmostBliss,,,616,0,0,0,0,,,
@Ellie_MayT,,,616,0,0,0,0,,,
@oldsmithee,,,5608,8,0.282383,0.319626,0,1,0,1
@oldtimejake,,,5609,8,0.282383,0.319626,0,,,
@OleLadyShoes,,,96,9,0.22334,0.250436,0,,,
@B52Malmet,,,96,0,0,0,0,,,
@dizzle5000,,,96,0,0,0,0,,,
@horridpoplyrics,,,96,0,0,0,0,,,
@MMitongu,,,96,0,0,0,0,,,
@nw_christina,,,96,0,0,0,0,,,
@RoseResists214,,,96,0,0,0,0,,,
@SlythSeeker,,,96,0,0,0,0,,,
@OleThickHawk,,,174,1,1,1,0,,,
@olfirtybastard,,,5610,8,0.282383,0.319626,0,,,
@oliv63,,,2687,10,0.197018,0.207935,0,1,0,3
@oliveri_ron,,,73,9,0.228392,0.247577,0,,,
@foxTV,,,663,0,0,0,0,,,
@OliverStraus,,,4323,8,0.293801,0.335185,0,,,
@Olivia_Millerr_,,,1426,8,0.284421,0.32619,0,,,
@olivia_posh,,,3608,8,0.283565,0.323209,0,1,0,3
@Olivia10m,,,5611,8,0.282383,0.319626,0,,,
@oliviaboen,,,5612,8,0.282383,0.319626,0,,,
@OliviaJonesP,,,73,10,0.183187,0.196578,0,,,
@nickipetrella,,,73,0,0,0,0,,,
@oliviamaria88,,,5613,1,1,1,0,1,0,1
@kick_ass_kris,,,5613,0,0,0,0,0,1,3
@OliviaWilder,,,345,8,0.294005,0.333904,0,,,
@olliestwts,,,61,1,1,1,0,,,
@OLOV1571,,,5614,8,0.286277,0.327654,0,1,0,3
@Oma5Bonnie,,,2687,9,0.254032,0.282152,0,2,0,2
@adirado29,,,2687,0,0,0,0,0,1,3
@omahonybrianj,,,2492,1,1,1,0,,,
@omarc,,,5615,8,0.282383,0.319626,0,,,
@omarcoming7,,,133,8,0.30661,0.345634,0,,,
@OmarNunez,,,61,1,1,1,0,,,
@OMEGAMAN1000,,,5616,8,0.282383,0.319626,0,,,
@OmegaMan58,,,54,8,0.291454,0.334349,0,1,0,3
@OpenSocietyRacismDog,,,54,0,0,0,0,,,
@omegaprime01,,,5617,8,0.282383,0.319626,0,,,
@Omerta_911,,,5962,8,0.286842,0.329451,0,,,
@Omgmikenoway,,,5618,8,0.282383,0.319626,0,1,0,3
@OMGSquishyspud,,,9,8,0.291639,0.328279,0,2,0,2
@Omgwtfg2gl8er,,,5619,8,0.282383,0.319626,0,,,
@omid23,,,5620,1,1,1,0,1,0,5
@DSmithShow,,,5620,0,0,0,0,0,1,3
@JordanCarruth,,,5620,0,0,0,0,0,1,3
@Ominabeshi,,,3112,9,0.236576,0.260777,0,1,0,3
@alf517,,,3112,0,0,0,0,,,
@KevinS63103,,,3112,0,0,0,0,,,
@VidavisPrime,,,3112,8,0.303894,0.339673,248.695238,,,
@vulcanbomber2,,,3112,0,0,0,0,0,1,3
@omolaradavis,,,474,9,0.223246,0.244213,0,1,0,1
@omonhpy,,,474,8,0.286934,0.330337,0,,,
@PushBackNow,,,474,0,0,0,0,,,
@omoroti,,,5621,9,0.246467,0.271416,0,,,
@OMovies,,,5622,8,0.282383,0.319626,0,,,
@ona3pica,,,345,1,1,1,0,2,0,3
@annmariepoli,,,73,0,0,0,0,,,
@CongressGOP,,,73,0,0,0,0,,,
@RepCummings,,,73,0,0,0,0,,,
@SenBobCorker,,,73,0,0,0,0,,,
@SenJeffFlake,,,73,0,0,0,0,,,
@SenMajLdr,,,73,0,0,0,0,,,
@SenMcCain,,,73,0,0,0,0,,,
@SenSchumer,,,73,0,0,0,0,,,
@TerryMosholder,,,73,0,0,0,0,,,
@One_Desdemona,,,54,8,0.287364,0.333759,0,,,
@One_Spitfire,,,1426,8,0.284333,0.324317,0,,,
@CNajour,,,1426,0,0,0,0,,,
@One_Step_Two,,,5623,8,0.282848,0.321183,0,1,0,5
@flowerac,,,5623,0,0,0,0,0,1,3
@One_WomanRiot,,,5624,8,0.282383,0.319626,0,,,
@onealloretta191,,,5625,1,1,1,0,1,0,5
@TMZRacists,,,5625,0,0,0,0,0,1,3
@OnebadbeochCook,,,5626,8,0.282383,0.319626,0,1,0,1
@OneBluntMom,,,61,8,0.281373,0.325286,0,1,0,3
@AaronRidindirty,,,61,0,0,0,0,0,1,3
@TheGardenHoOR,,,61,0,0,0,0,0,1,3
@oneecat,,,5627,8,0.282383,0.319626,0,,,
@OneEyedAO,,,5628,8,0.282383,0.319626,0,1,0,3
@OneFanWho,,,5629,8,0.282848,0.321183,0,,,
@OneMoreRodeo,,,5630,8,0.282383,0.319626,0,1,0,1
@onenormajeane,,,96,8,0.283775,0.323517,0,,,
@OneRedDuck,,,96,9,0.243753,0.270687,0,1,0,1
@OneRogueSource,,,49,9,0.225179,0.249493,0,,,
@onesmartgal5,,,5631,8,0.282383,0.319626,0,,,
@onestopjosh,,,1426,2,0.75,0.833333,0,,,
@onetallgirl,,,5632,8,0.282566,0.320773,0,,,
@onetreetrill,,,5633,8,0.282383,0.319626,0,1,0,3
@onetruth316,,,5634,1,1,1,0,,,
@AngrierWHStaff,,,5634,0,0,0,0,,,
@onewhistler,,,2010,9,0.259861,0.29547,0,1,0,5
@onlxn,,,5635,1,1,1,0,,,
@franklinhardy,,,5635,0,0,0,0,,,
@only1sl420,,,5636,8,0.282383,0.319626,0,,,
@OnlyJball,,,49,9,0.221717,0.242582,0,,,
@KooksChicago,,,49,0,0,0,0,,,
@Onmemind,,,73,8,0.283679,0.323304,0,,,
@OnnaDev,,,5637,8,0.282383,0.319626,0,,,
@onomaru1,,,5962,9,0.228437,0.251944,0,,,
@OnTheCaseMan,,,73,9,0.228408,0.247214,0,1,0,3
@onthegreenintwo,,,786,8,0.292278,0.336478,0,,,
@dmm1972,,,786,0,0,0,0,,,
@iluvmypets314,,,786,0,0,0,0,,,
