Id,Label,timeset,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,tweets,mentions,pro
@crissee_m,,,1631,8,0.282383,0.319626,0,,,
@CristianZamoraO,,,663,8,0.287582,0.330357,0,,,
@cristig72892877,,,4323,8,0.296172,0.339321,0,2,0,4
@cristinalaila1,,,133,8,0.284326,0.325984,306.316667,,,
@gatewa,,,133,0,0,0,0,,,
@nflcommish,,,133,0,0,0,0,,,
@NFLPA,,,133,0,0,0,0,,,
@CristiSteel,,,73,9,0.222672,0.247258,0,1,0,3
@MediaBuzzFNC,,,73,0,0,0,0,0,1,3
@CriticalMass63,,,1632,1,1,1,0,1,0,3
@crizzycristal,,,1633,8,0.282566,0.320773,0,,,
@CRJPod,,,1634,8,0.282383,0.319626,0,,,
@croclogic,,,4323,8,0.283312,0.322733,0,,,
@Croft1Tammy,,,1635,8,0.282383,0.319626,0,1,0,3
@Cronicpink6,,,1636,8,0.282383,0.319626,0,,,
@CronoT80,,,1637,1,1,1,0,,,
@RAZ0RFIST,,,1637,0,0,0,0,,,
@crookah_,,,54,1,1,1,0,,,
@CroppedReality,,,1638,8,0.282383,0.319626,0,1,0,1
@cross_7_7_7,,,2774,2,0.555556,0.6,0,,,
@JarrettHill,,,2774,1,1,1,81.5,1,2,3
@crosspointfg,,,2010,1,1,1,0,,,
@CrothRoth17,,,1639,8,0.282848,0.321183,0,,,
@lipsoneric,,,1639,0,0,0,0,,,
@crow_janet,,,133,9,0.234661,0.258242,0,,,
@crowder_ron,,,4039,8,0.283129,0.321592,0,,,
@CrowSnake420,,,616,9,0.22279,0.242198,0,,,
@CroxfordRc,,,4323,8,0.290407,0.334292,0,,,
@CRPSANGEL,,,1640,8,0.282848,0.321183,0,,,
@jforbes0707,,,1640,0,0,0,0,,,
@CRS_One,,,2010,9,0.243183,0.271163,0,,,
@ditzkoff,,,2010,0,0,0,0,,,
@Crstlyn,,,3112,9,0.220877,0.239027,0,,,
@cruelladabee,,,1560,9,0.223246,0.243449,0,1,0,3
@crufreeman,,,1560,9,0.223246,0.243449,0,,,
@cruftyolddevop,,,1641,8,0.282383,0.319626,0,,,
@crumbsqr,,,2774,8,0.284047,0.324826,0,,,
@Crusader4Merica,,,1426,9,0.245556,0.26928,0,,,
@therealroseanneRealJack,,,1426,0,0,0,0,,,
@crush_22410,,,1642,1,1,1,0,1,0,3
@cruston7,,,1643,1,1,1,0,1,0,3
@bezerker99,,,1643,0,0,0,0,0,1,3
@Crutnacker,,,96,10,0.206537,0.225238,0,,,
@CryBabyNews,,,1644,8,0.282383,0.319626,0,,,
@crybbybih,,,1645,8,0.282383,0.319626,0,,,
@crydshn,,,1646,8,0.282383,0.319626,0,,,
@CryingJordan,,,616,1,1,1,0,0,1,3
@bighurtrocks,,,616,0,0,0,0,0,1,3
@crymeariver6666,,,3370,8,0.286896,0.327843,15,0,1,3
@Cryo68268554,,,1647,8,0.282383,0.319626,0,1,0,1
@Crypto_Horse28,,,3112,1,1,1,0,1,0,5
@Crypto_MrBurns,,,616,9,0.223469,0.24443,0,1,0,1
@ABCLATiffani1,,,616,0,0,0,0,,,
@Crypto81_,,,9,8,0.290861,0.326444,0,,,
@cryptogeordie,,,9,8,0.291611,0.328378,0,,,
@CryptoMob,,,663,8,0.287582,0.330357,0,,,
@cryptoninja695,,,345,8,0.28275,0.321156,0,,,
@crystajenn,,,2651,2,0.8,0.875,0,,,
@neontaster,,,9,0,0,0,0,,,
@Yair_Rosenberg,,,2651,2,0.666667,0.75,2,1,1,3
@CrystalAnne1229,,,345,8,0.282848,0.321183,0,,,
@CrystalGustafs4,,,1648,8,0.282383,0.319626,0,,,
@crystalmcelroy,,,1649,8,0.282383,0.319626,0,,,
@CrystalTyler35,,,1650,8,0.282383,0.319626,0,,,
@crzy4Parrots,,,1651,9,0.239429,0.260432,0,,,
@crzychrisferris,,,1652,8,0.282383,0.319626,0,,,
@CSCtweets84,,,474,9,0.225261,0.248882,0,,,
@CSEhlmann,,,5962,9,0.228198,0.246629,0,,,
@CSEightSeven,,,1653,8,0.282383,0.319626,0,1,0,5
@csekstrom,,,616,8,0.295623,0.336994,0,,,
@CoreyStewartVA,,,616,0,0,0,0,,,
@MaxBoot,,,616,0,0,0,0,,,
@csg_surferdude,,,1654,8,0.282383,0.319626,0,1,0,1
@csgersbeck,,,73,8,0.283117,0.32192,0,,,
@CSHarmer56,,,1655,8,0.282383,0.319626,0,,,
@CSLooHoo,,,1656,8,0.282566,0.320773,0,,,
@csmcgrl23,,,1657,8,0.282383,0.319626,0,1,0,3
@CSmithengton,,,49,8,0.291831,0.331783,0,,,
@SouthDallasFood,,,49,8,0.291557,0.331402,2,,,
@CSMLuisGonzalez,,,3608,1,1,1,0,,,
@cspowell7,,,1658,8,0.282383,0.319626,0,1,0,3
@csrevolution0,,,2687,8,0.284427,0.325092,0,,,
@chelseahandler,,,2687,0,0,0,0,0,1,3
@JohnOSmith75,,,2687,8,0.283592,0.323137,6,,,
@cstace1,,,1659,8,0.282383,0.319626,0,,,
@CSTBrandon,,,1660,8,0.282383,0.319626,0,1,0,1
@CSTDoug,,,1661,1,1,1,0,,,
@ramzy,,,1661,0,0,0,0,,,
@csthetruth,,,96,8,0.290086,0.333273,0,,,
@CT99730875,,,49,1,1,1,0,,,
@ctdummy80,,,9,8,0.292683,0.333875,0,,,
@Guineawuv,,,9,8,0.293103,0.332194,28.166667,1,0,3
@timothious78,,,9,9,0.223475,0.244978,2.5,,,
@cthemrun,,,1662,8,0.282383,0.319626,0,,,
@CTLenhart,,,1663,8,0.282383,0.319626,0,,,
@ctperson01,,,1899,9,0.231462,0.247723,0,1,0,3
@ctrinidad94,,,2010,10,0.19837,0.211957,0,,,
@ctrlaltquin,,,1664,8,0.282848,0.321183,0,1,0,1
@CTVNews,,,3326,8,0.282383,0.319626,436,0,1,3
@Cubanation,,,1665,8,0.282383,0.319626,0,,,
@cubanstogie,,,345,9,0.2558,0.282376,0,1,0,3
@kathystanton08,,,345,0,0,0,0,0,1,3
@mrjeffjackson,,,2774,8,0.284142,0.324845,123.166667,1,1,3
@cubbyrizzo,,,49,1,1,1,0,,,
@cubes_2,,,1666,1,1,1,0,,,
@cubfanhere1974,,,49,10,0.181555,0.193055,0,1,0,3
@Cubz9,,,4323,8,0.298527,0.346092,0,1,0,3
@DawnMLopez,,,1978,0,0,0,0,,,
@CuckToddNBC,,,5962,8,0.289219,0.33919,0,,,
@CherylABrown3,,,5962,0,0,0,0,,,
@Gibbsdithers,,,5962,0,0,0,0,,,
@H,,,5962,0,0,0,0,,,
@JustNWashington,,,5962,0,0,0,0,,,
@KristinaJulia2,,,5962,0,0,0,0,,,
@pRESIDENT_ALIEN,,,5962,0,0,0,0,,,
@Rizzle1Ray,,,5962,0,0,0,0,,,
@Sandy_Beach3001,,,5962,0,0,0,0,,,
@Strutstuff1,,,5962,0,0,0,0,,,
@TeamHudson11,,,5962,9,0.229921,0.251698,6,,,
@cuddlebugg10,,,474,2,0.666667,0.75,0,,,
@Cuer7o,,,663,9,0.24815,0.269103,0,1,0,3
@Cuervo_Paper,,,1899,8,0.283409,0.321998,0,,,
@Culper_Lady56,,,1667,8,0.282566,0.320773,0,,,
@cupcakecraze11,,,1668,8,0.282383,0.319626,0,1,0,3
@cupcardriver,,,474,9,0.221212,0.240929,0,,,
@jdlions888,,,474,0,0,0,0,,,
@cupkitts,,,61,8,0.284326,0.325225,0,,,
@curatedbymike,,,1669,8,0.282383,0.319626,0,,,
@CuriousBug,,,133,9,0.234885,0.263438,0,,,
@BurningBuckeye,,,133,0,0,0,0,,,
@OldDamage,,,133,0,0,0,0,,,
@CurlsAnASmile,,,1670,8,0.282383,0.319626,0,1,0,3
@curlytopqt69,,,9,8,0.292165,0.329159,0,,,
@Currambero4u,,,49,8,0.282848,0.321183,0,1,0,3
@currcl,,,345,8,0.283215,0.322709,0,,,
@curt_quin,,,2774,9,0.223242,0.242908,0,,,
@DailyMailCeleb,,,2774,8,0.286745,0.329193,539.392857,,,
@CurtisBader,,,474,8,0.284806,0.325202,0,,,
@CurtisJ17745211,,,1671,8,0.282848,0.321183,0,,,
@BeBraesFull,,,1671,0,0,0,0,,,
@CurtisPerfect,,,1672,9,0.239429,0.260432,0,,,
@CurtisWhitelock,,,54,8,0.283301,0.323067,0,2,0,2
@CurvyNervyGirl,,,1253,8,0.332798,0.373199,1,1,0,5
@marniehutchinso,,,1253,0,0,0,0,0,1,3
@CuseMrG,,,1673,1,1,1,0,1,0,3
@cutiepie_38305,,,1674,8,0.282383,0.319626,0,1,0,5
@Cuzco37850132,,,2687,8,0.284887,0.326615,0,,,
@Mandalore_1978,,,2687,8,0.284887,0.326615,0,,,
@cvbesq,,,1675,8,0.282383,0.319626,0,,,
@CVitier,,,786,8,0.285345,0.328297,0,1,0,3
@GnarlyMcAwesome,,,786,0,0,0,0,0,1,3
@cvptexas,,,1676,8,0.282383,0.319626,0,,,
@cvsjr002,,,96,8,0.283129,0.321592,0,1,0,3
@cwboywz,,,5314,8,0.28427,0.321905,0,1,0,5
@cwil88,,,345,1,1,1,0,1,0,3
@cwitch1961,,,474,8,0.283398,0.323853,0,,,
@cwjohannsen,,,49,9,0.224395,0.242844,0,,,
@davidfrum,,,49,8,0.288653,0.329149,143081.1,0,1,3
@cy_yenke,,,2010,10,0.19837,0.211957,2,,,
@cyanideann,,,2774,8,0.284142,0.324845,0,,,
@rehpotsirhc69,,,2774,8,0.282383,0.319626,0,,,
@CyberDurden,,,1677,8,0.282383,0.319626,0,1,0,3
@cybernoelie,,,96,8,0.286934,0.330337,0,1,0,5
@kmiranda1973,,,96,8,0.286934,0.330337,0,0,1,3
@cyberprompt,,,2774,9,0.229036,0.252004,0,,,
@NickJFuentes,,,2774,0,0,0,0,,,
@CyborgDynamic,,,1253,8,0.286554,0.324997,0,,,
@cybr_gk,,,96,8,0.283398,0.323853,0,1,0,3
@JimmyKimmel,,,96,0,0,0,0,0,1,3
@cybromyalgia,,,1678,8,0.282383,0.319626,0,,,
@cycleoptions,,,133,9,0.22398,0.245582,0,,,
@cykelly1718,,,133,0,0,0,0,,,
@nadabakos,,,1560,0,0,0,0,0,1,3
@Cyclops81,,,1679,8,0.282383,0.319626,0,,,
@cydruc,,,1680,9,0.246328,0.270269,0,,,
@cylawson8,,,1978,8,0.290576,0.33513,0,,,
@CymaticCircus,,,1681,8,0.282383,0.319626,0,,,
@Cyn7507,,,73,9,0.226619,0.24838,0,,,
@TrumpsTaxes,,,73,9,0.237513,0.263164,42.542857,,,
@cyndiweston,,,3608,8,0.282848,0.321183,0,1,0,3
@CynnerZero,,,1682,8,0.282383,0.319626,0,1,0,1
@cynthia_ellis,,,54,8,0.283301,0.323067,0,2,0,3
@cynthiackessler,,,1683,9,0.246328,0.270269,0,,,
@CynthiaDunham2,,,2774,8,0.282566,0.320773,0,,,
@cynthiakirk924,,,1684,8,0.282383,0.319626,0,,,
@CynthiaPirl,,,1685,8,0.282848,0.321183,0,,,
@ABCNet,,,1685,0,0,0,0,,,
@CynthiaTimmo,,,2774,8,0.285068,0.327907,0,1,0,3
@NC_Sasquatch,,,2774,8,0.285344,0.330925,445,0,2,3
@SenatorTimScott,,,2774,0,0,0,0,0,2,3
@cynthiatweedle,,,174,9,0.222111,0.24252,0,,,
@jc_moffett,,,174,0,0,0,0,,,
@cynttterry,,,4323,8,0.28275,0.321156,0,2,0,4
@cyssyd621,,,1686,8,0.282383,0.319626,0,1,0,3
@CyStanton,,,474,8,0.283398,0.3229,0,,,
@cyulatya,,,1687,8,0.282383,0.319626,0,1,0,3
@czechsaaz,,,583,1,1,1,0,,,
@d_ferfuson,,,1688,1,1,1,0,,,
@ADBPhotoInc,,,1688,0,0,0,0,,,
@kobebryant,,,1688,0,0,0,0,,,
@paugasol,,,1688,0,0,0,0,,,
@PhilJackson11,,,1688,0,0,0,0,,,
@d_fly2012,,,73,10,0.182845,0.19474,0,,,
@D_man1974,,,73,9,0.237624,0.262325,0,1,0,3
@d_myke,,,133,8,0.30661,0.345634,0,1,0,3
@d_o_beatz,,,1689,1,1,1,0,,,
@Wendys_Garden,,,1689,0,0,0,0,1,0,1
@d_oise,,,1950,1,1,1,2,,,
@lp_lapresse,,,1950,0,0,0,0,,,
@D_S_J_,,,474,8,0.28275,0.321156,0,,,
@d_sigur,,,1690,8,0.282383,0.319626,0,,,
@d1017baby,,,2687,9,0.251152,0.272964,0,,,
@D33P_THOUGHT,,,1691,8,0.282383,0.319626,0,,,
@d3castaway,,,1560,9,0.223246,0.243449,0,,,
@d3rekfk,,,1692,8,0.282848,0.321183,0,1,0,1
@jps4ua,,,1692,0,0,0,0,0,1,3
@D8N_Barb,,,327,1,1,1,0,,,
@Dabbyj1,,,2774,8,0.284326,0.326174,0,,,
@DabNazi,,,1693,8,0.282383,0.319626,0,,,
@dabsman710,,,3112,1,1,1,0,,,
@daclayfish,,,2651,1,1,1,0,,,
@Pr0Truthh,,,49,0,0,0,0,,,
@Dadbod984,,,1694,8,0.282383,0.319626,0,,,
@Daddio247,,,1695,8,0.282383,0.319626,0,,,
@DaddyBeerest,,,1696,8,0.282383,0.319626,0,1,0,5
@DaddyDaddymac,,,1697,8,0.282383,0.319626,0,,,
@DaddyFiles,,,1698,9,0.239429,0.260432,0,,,
@DaddyGup,,,345,8,0.297919,0.334228,0,,,
@daddyrabbit79,,,1699,8,0.282383,0.319626,0,,,
@daddyvult,,,54,1,1,1,0,,,
@dadjmi,,,1700,1,1,1,0,,,
@capnjoy,,,1700,0,0,0,0,,,
@DadJokeDaily,,,474,8,0.283355,0.321242,0,,,
@DaFuente,,,3112,9,0.221212,0.24169,0,,,
@dager_mary,,,4323,8,0.290752,0.330642,0,1,0,1
@odetteroulette,,,4323,0,0,0,0,0,1,3
@DaggettBeaver,,,1701,8,0.282383,0.319626,0,,,
@Dagny_Taggert42,,,1702,8,0.282383,0.319626,0,1,0,1
@DAGOfied,,,1703,8,0.282383,0.319626,0,1,0,3
@Dagogirl07,,,1560,9,0.223246,0.243449,0,,,
@dagonz46_frank,,,1426,9,0.222446,0.241539,0,,,
@dagreatscienski,,,1899,8,0.281633,0.330786,0,1,0,3
@HeyJT_HeyJT,,,1899,0,0,0,0,0,1,3
@OccupyDemocrats,,,1899,0,0,0,0,,,
@DahBunnynoze,,,2651,9,0.256859,0.289883,0,1,0,1
@TIME,,,2651,8,0.28768,0.332249,390.572222,0,2,3
@dahl_kennedy,,,1704,8,0.282383,0.319626,0,1,0,3
@dailyexception,,,1705,1,1,1,0,,,
@mikerblackman,,,1705,0,0,0,0,1,0,3
@BoldGalStrong,,,2774,0,0,0,0,,,
@DailyMeltdown99,,,786,8,0.284785,0.325321,0,,,
@Shellym92852025,,,786,8,0.28432,0.323777,0,,,
@DailymotionUSA,,,1706,1,1,1,0,,,
@Wochit,,,1706,0,0,0,0,,,
@dailystrategies,,,54,8,0.283301,0.323067,0,,,
@Daisibird,,,1707,8,0.282383,0.319626,0,1,0,3
@daisy_daisybb,,,133,9,0.231257,0.252231,0,1,0,3
@daisyifyoudo68,,,2774,8,0.290176,0.336542,0,,,
@CarrieLockhart_,,,2774,0,0,0,0,,,
@CylantJustice,,,2774,0,0,0,0,,,
@realPolitiDiva,,,96,8,0.289006,0.337754,953.755736,0,4,3
@DaisyLa95687747,,,96,8,0.290007,0.338079,0,2,0,3
@jeannemb1963,,,96,0,0,0,0,0,1,3
@olgaNYC1211,,,96,0,0,0,0,,,
@TrumpsareNazis,,,96,0,0,0,0,,,
@DaiTengu,,,9,8,0.303199,0.339136,0,,,
@dakami,,,6886,8,0.282383,0.319626,0,0,2,3
@dakey2life,,,1708,8,0.282383,0.319626,0,,,
@DaKineFiveO,,,2687,8,0.302069,0.33981,0,,,
@Dakota_Mom2,,,61,2,0.666667,0.75,0,1,0,3
@dakotagirl2013,,,1709,9,0.239429,0.260432,0,1,0,3
@DakotaLeeDilley,,,2774,8,0.29028,0.329543,0,,,
@dakotawin318,,,1978,8,0.285806,0.330754,0,1,0,3
@dakotawolfie,,,3370,8,0.284084,0.325773,0,,,
@Dal_y,,,1710,1,1,1,0,,,
@BlockheadNYC,,,1710,0,0,0,0,,,
@dalecooper_,,,1711,8,0.282848,0.321183,0,,,
@SharlaBook,,,1711,0,0,0,0,,,
@DaleKerr,,,1560,1,1,1,0,1,0,3
@R_Supernault,,,1560,0,0,0,0,,,
@DaleKing1988,,,49,9,0.244669,0.263293,0,,,
@SinistarMoca,,,73,8,0.284427,0.324073,0,1,1,5
@daleys24,,,1712,8,0.282383,0.319626,0,,,
@daleywashington,,,1713,8,0.282383,0.319626,0,1,0,1
@DaliaChai,,,345,8,0.28637,0.326692,2.083333,1,0,3
@daliagirl33,,,1714,8,0.282383,0.319626,0,,,
@DaliDager,,,3370,8,0.282848,0.321183,3,0,1,3
@claudio55551401,,,3370,0,0,0,0,,,
@dalilapayan,,,73,8,0.286312,0.325865,0,,,
@Raymundo_J,,,73,0,0,0,0,,,
@DallasEley,,,1715,8,0.282383,0.319626,0,1,0,1
@dallasnews,,,3220,8,0.287213,0.330724,1,1,1,3
@d,,,3220,0,0,0,0,,,
@DawnBurkes,,,3220,0,0,0,0,0,1,3
@Dalphond,,,1716,8,0.282383,0.319626,0,,,
@DaltonCullison,,,345,8,0.283301,0.322876,0,1,0,3
@daltonoius,,,1717,8,0.282383,0.319626,0,,,
@dalykyle,,,1718,2,0.666667,0.75,0,,,
@pattymo,,,1718,1,1,1,1,,,
@DAM0013,,,96,8,0.286934,0.330337,0,0,1,3
@DaMase2,,,1719,8,0.282383,0.319626,0,,,
@DAMasiello,,,49,10,0.189528,0.204966,0,,,
@stopmediabiasxo,,,49,9,0.232657,0.255758,435,1,0,1
@WalshFreedom,,,49,1,1,1,0,0,2,3
@damianholbrook,,,73,8,0.282848,0.321183,437,0,2,3
@damircatic,,,4323,8,0.301221,0.34934,0,1,0,1
@ForeverYoungGSW,,,4323,8,0.289921,0.333349,0,0,3,3
@SteveFM20,,,4323,8,0.290111,0.334478,8,0,3,3
@Damon651johnson,,,1720,1,1,1,0,,,
@DamonDRichards3,,,1721,1,1,1,0,1,0,5
@News8Daybreak,,,1721,0,0,0,0,0,1,3
@damonwon,,,474,8,0.284718,0.324849,0,,,
@DampDogBill,,,61,8,0.28553,0.328674,0,2,0,2
@Dan__McClure,,,73,8,0.283582,0.323472,191.768254,1,3,3
@VanGauthier3,,,73,8,0.283582,0.323472,0,2,1,3
@dan_murph1,,,1722,1,1,1,0,,,
@dan43677865,,,1723,8,0.282383,0.319626,0,,,
@dana_cardi,,,1724,8,0.282383,0.319626,0,1,0,5
@Dana_Voicu_,,,2651,8,0.306395,0.347685,0,2,0,3
@DanAboutT0wn,,,54,8,0.286176,0.331506,0,,,
@DanaDorrell,,,1725,8,0.282383,0.319626,0,,,
@danafrederic11,,,1726,1,1,1,0,1,0,5
@RedState,,,1726,0,0,0,0,0,1,3
@danalarson43,,,54,8,0.286344,0.328624,0,,,
@VaporKing,,,54,0,0,0,0,,,
@danamarie1111,,,1727,8,0.283031,0.322328,0,1,0,1
@fox5ny,,,1727,0,0,0,0,0,1,3
@DanAmrich,,,1728,1,1,1,0,,,
@RareBishop,,,1728,0,0,0,0,,,
@DanaRohrabachr,,,1729,1,1,1,0,,,
@JennyJohnsonHi5,,,1729,0,0,0,0,0,2,3
@DanArtimos,,,1730,1,1,1,0,1,0,1
@andreh77,,,1730,0,0,0,0,0,1,3
@DanaSchwartzzz,,,1731,8,0.282383,0.319626,0,,,
@DanBrillman,,,96,8,0.295822,0.338133,0,,,
@repjohnlewis,,,96,0,0,0,0,0,2,3
@sandymichellehk,,,96,0,0,0,0,1,0,3
@danceforyoustan,,,1732,8,0.282383,0.319626,0,,,
@DancingDeadGuy,,,54,8,0.283301,0.323067,0,,,
@dancingofpens,,,1733,8,0.282848,0.321183,0,,,
@IWriteAllDay_,,,1733,0,0,0,0,,,
@DanCoscia1,,,616,8,0.282848,0.321183,0,,,
@DanCoxPR,,,663,1,1,1,0,1,0,3
@DanCrohn,,,1734,8,0.282383,0.319626,0,,,
@dancunneen,,,1735,8,0.282383,0.319626,0,,,
@DanDareMeekon,,,1736,8,0.282383,0.319626,0,,,
@Danderup21,,,1737,9,0.239429,0.260432,0,,,
@DandiLioness,,,1738,8,0.282383,0.319626,0,,,
@dandy_lio,,,474,8,0.285714,0.326851,0,1,0,1
@DandyThedandy1,,,3608,1,1,1,0,,,
@20committee,,,3608,0,0,0,0,,,
@DarbyPhillipps,,,3608,0,0,0,0,,,
@Jodi______,,,3608,0,0,0,0,,,
@DandyZorke,,,1739,8,0.282383,0.319626,0,,,
@danecoat,,,1740,8,0.282383,0.319626,0,,,
@daned2912,,,133,8,0.308883,0.347741,0,,,
@SkylarR1958,,,133,8,0.313525,0.358453,45,2,1,2
@DaneLeinert,,,54,8,0.285714,0.331872,0,,,
@danettedarbonne,,,1741,8,0.282383,0.319626,0,1,0,3
@dangainor,,,3608,2,0.666667,0.75,0,,,
@ASFleischman,,,3608,0,0,0,0,,,
@Dangchick1,,,1742,8,0.282383,0.319626,0,2,0,2
@Dangdurnit,,,49,8,0.292024,0.332911,0,1,0,3
@dangerern,,,1743,8,0.282383,0.319626,0,1,0,1
@DangerGirl6,,,1744,8,0.286277,0.327654,0,,,
@dangermarin,,,1745,8,0.282383,0.319626,0,,,
@Dangerousness,,,1746,8,0.282383,0.319626,0,,,
@danhomick,,,1747,9,0.239429,0.260432,0,1,0,3
@danib140,,,4323,8,0.30137,0.350812,127.316667,,,
@danidougie0,,,96,8,0.284516,0.324506,0,1,0,3
@damaman0012,,,96,0,0,0,0,,,
@Daniela82555643,,,663,8,0.289714,0.335072,0,,,
@tobeycakes,,,663,0,0,0,0,,,
@DanielaBStoller,,,663,8,0.283775,0.324276,0,,,
@KAHOWELL54220,,,663,8,0.283312,0.322733,0,,,
@PBandJenelley_1,,,663,0,0,0,0,,,
@DanielBobke,,,2651,1,1,1,0,,,
@danielbrount,,,1748,1,1,1,0,,,
@DanielD73953039,,,4323,8,0.287671,0.333538,0,1,0,3
@emanpatsfan,,,4323,8,0.282383,0.319626,0,1,0,3
@KNT_of_Reason,,,4323,0,0,0,0,0,1,3
@Ronald_dlc_,,,4323,8,0.286275,0.328974,0,1,3,3
@DanielDlmz06,,,73,8,0.286312,0.325865,0,1,0,3
@danielfyork,,,1426,2,0.666667,0.75,0,,,
@DanielGWillman,,,3608,8,0.282848,0.321183,0,,,
@DanielLamere,,,1749,8,0.282383,0.319626,0,,,
@danielle_kriner,,,1750,8,0.282383,0.319626,0,,,
@danielle_leigh5,,,1751,1,1,1,0,1,0,5
@DanielleRTR,,,1752,8,0.282383,0.319626,0,,,
@DanielleSATM,,,474,1,1,1,0,,,
@Th,,,474,0,0,0,0,,,
@DanielLouieB,,,345,1,1,1,0,,,
@DanielM17659205,,,1426,8,0.284884,0.327718,0,1,0,1
@Savior_of_Judah,,,1426,0,0,0,0,0,1,3
@DanielMConnoll3,,,1753,8,0.282383,0.319626,0,,,
@danielmhenry,,,1899,1,1,1,0,1,0,3
@danielmhopkins,,,2010,1,1,1,0,1,0,3
@DanielMize1969,,,1754,8,0.282383,0.319626,0,1,0,1
@DanielSAtkins1,,,174,8,0.283505,0.322024,0,,,
@DanielSauder1,,,133,8,0.287409,0.329183,0,,,
@Danieltorressc,,,1755,8,0.282383,0.319626,0,1,0,3
@danieltroppy,,,2010,9,0.247039,0.27246,0,,,
@Danimalhouse41,,,1253,8,0.284981,0.325129,0,1,0,3
@gphillimo,,,1253,8,0.282848,0.321183,3,1,2,3
@krazyladygma,,,1253,8,0.285438,0.329249,10,1,2,5
@DaninePugHeart,,,1756,8,0.282383,0.319626,0,,,
@DaniScotchIrish,,,1757,8,0.282383,0.319626,0,,,
@danj813,,,1758,8,0.282383,0.319626,0,,,
@DanJBalkwill,,,1759,1,1,1,0,,,
@cumberfangirl,,,1759,0,0,0,0,,,
@flyingeagle2223,,,1759,0,0,0,0,,,
@DanJone89898989,,,61,8,0.284326,0.325225,5,,,
@dank,,,1760,1,1,1,0,,,
@Danlene581,,,474,1,1,1,0,,,
@danmann_133,,,9,8,0.284891,0.323836,0,,,
@Divas4Trump,,,9,8,0.294821,0.338017,31.666667,,,
@danmarcella8,,,1761,8,0.282383,0.319626,0,,,
@DanMcBride61,,,1762,1,1,1,0,,,
@EliStokols,,,1762,0,0,0,0,,,
@DanMcDonald115,,,616,8,0.283312,0.322733,0,1,0,3
@KrangTNelson,,,616,0,0,0,0,0,2,3
@pasbribeacon,,,616,0,0,0,0,0,1,3
@DannaRoc,,,1763,8,0.282383,0.319626,0,,,
@Danni127,,,1764,8,0.282383,0.319626,0,,,
@DannJcksn,,,1765,8,0.282383,0.319626,0,,,
@DannoHollister,,,4323,8,0.296321,0.338842,0,,,
@DannyAThomas,,,96,10,0.206439,0.224092,0,,,
@DannyCCW000,,,1766,8,0.282383,0.319626,0,,,
@DannyClaassen3,,,777,8,0.294872,0.335104,0,,,
@buscini,,,3370,0,0,0,0,,,
@DannyHimmel,,,616,1,1,1,0,,,
@dannyosh,,,73,9,0.228796,0.249299,0,,,
@GoogleNews,,,73,0,0,0,0,0,2,3
@dannypa93459412,,,1767,8,0.282383,0.319626,0,,,
@DannyShidman,,,3597,8,0.282848,0.321183,0,,,
@dannythedevil,,,73,9,0.228392,0.247577,0,,,
@dannythephantum,,,73,9,0.236564,0.261711,0,,,
@goofychixmom,,,73,0,0,0,0,,,
@DannyWritesGood,,,1899,9,0.223698,0.245001,0,,,
@rolandscahill,,,1899,1,1,1,3,0,2,3
@DaNoobSays,,,73,9,0.228392,0.247577,0,1,0,1
@Danosaur1,,,54,8,0.283495,0.323875,0,,,
@Irritatedllama,,,54,0,0,0,0,,,
@Otto_English,,,54,0,0,0,0,0,1,3
@DanParzych,,,1768,9,0.239429,0.260432,0,,,
@danpro38,,,5107,2,0.666667,0.75,0,,,
@DanQPublic,,,1769,8,0.282383,0.319626,0,1,0,1
@dansche22,,,5467,2,0.666667,0.75,0,,,
@Henderson_Joe,,,5467,1,1,1,3,0,1,3
@DansDaMan,,,1770,1,1,1,0,,,
@CarolineGlick,,,1770,0,0,0,0,,,
@danshay7,,,663,8,0.284511,0.323517,0,1,0,3
@dansukman,,,2010,9,0.24573,0.275781,0,,,
@DanteBrown2020,,,1426,8,0.284421,0.32619,0,,,
@DanteUSAInferno,,,3608,8,0.283312,0.322733,0,1,0,3
@AnnCoulter,,,3608,0,0,0,0,0,1,3
@RichardBSpencer,,,3608,0,0,0,0,0,1,3
@danturnerjr,,,96,8,0.283409,0.321998,0,,,
@terry_cousin,,,96,8,0.283495,0.323875,3,,,
@danu728,,,1426,8,0.298797,0.344759,0,1,0,3
@proff1776,,,1426,8,0.29677,0.340379,1,,,
@DanVinur,,,1771,8,0.282383,0.319626,0,,,
@Danyzenmon,,,9,8,0.290861,0.326444,0,1,0,3
@Danzism,,,1772,8,0.282383,0.319626,0,1,0,3
@danzu72,,,1773,8,0.282383,0.319626,0,1,0,1
@dapincin,,,345,9,0.267978,0.292773,0,,,
@dapolitte,,,2651,1,1,1,0,,,
@APEntertainment,,,2651,0,0,0,0,0,1,3
@DaR8iders,,,474,1,1,1,0,,,
@Daradol1,,,133,8,0.302632,0.34608,6,0,1,3
@Galleryladyana,,,4323,0,0,0,0,,,
@HumanRainDelay1,,,4323,0,0,0,0,0,2,3
@leemacveigh,,,4323,8,0.308074,0.351409,70176.670833,,,
@Lindaba45967679,,,345,8,0.285433,0.324997,70347,0,1,3
@MsTiffPappion,,,4323,8,0.297945,0.343618,0.5,2,0,3
@No_TreadChris,,,4323,8,0.297945,0.343618,0,0,2,3
