ID,tweets,mentions,pro
@Angelaincali,0,2,0
@Mykeezz74,1,0,0
@tammikas,1,0,0
@YahooEnt,0,6,0
@rattlinbones45,1,0,0
@Jahque23M,1,0,0
@Cones9,1,0,0
@kevinbrennan666,0,1,0
@uiamalgamated,1,0,0
@WineBaconThou,1,0,0
@mydogbruno,1,0,0
@dailycaller,0,3,0
@johnm_welch,1,0,0
@LauraLoomer,0,2,0
@Pam1Sadge,1,0,0
@follow_the_jo,1,0,0
@GraceGThomas,1,0,0
@LiftBigEatBig,1,0,0
@Drewmosko,1,0,0
@PlainsToSee,1,0,0
@GalaxyDougg,1,0,0
@televisionarie,0,1,0
@beatrizpsimpkin,1,0,0
@FactsMatterMan,1,0,0
@JerryPolitex,2,0,0
@wseminole,2,0,0
@Sky_Bart66,1,0,0
@NormsRespecter,0,2,0
@JoPetersen14,0,2,0
@CrazyQuilts,1,0,0
@DfeatUsc,2,0,0
@okgrdnfn,0,1,0
@Natalie1492,1,0,0
@KaiMi612,1,0,0
@inturnaround,1,0,0
@missrubypugslee,1,0,0
@JennsPolitics,1,0,0
@RebelSoulPundit,1,0,0
@trymainelee,1,1,0
@DawnBre26148674,1,0,0
@AnaLuisa_Guedes,1,0,0
@jpguimaraess_,0,1,0
@eprincess2773,1,0,0
@Weeb_Tet,0,1,0
@Herzombieblog,1,0,0
@jeannemb1963,0,1,0
@IanKarmel,1,0,0
@codytheloadie,0,1,0
@MariaArriola4,2,0,0
@teresa_zita,1,0,0
@DMar11078950,1,0,0
@The__Sicilian,1,0,0
@iZairois,1,0,0
@WalshFreedom,0,2,0
@PostEverything,1,0,0
@lascapigliata8,0,1,0
@deets4314,1,0,0
@abcnetwork,0,2,0
@ramoss,1,0,0
@ImagesbyLauri,0,1,0
@PureCourage1,3,0,0
@Monica1236,0,1,0
@johnbel38130076,1,0,0
@GiantHurtBall,1,0,0
@Beastin25_8,0,1,0
@ad_gaskin,1,0,0
@Down10,1,0,0
@meme_genie,0,1,0
@davidhogg111,0,1,0
@pamelaaustin5,1,0,0
@PC_FilterFree,1,0,0
@LoBelle24,1,0,0
@TheSusannePosel,1,0,0
@alwayshowtime,0,1,0
@MzDecember4,1,0,0
@jfoneil22,1,0,0
@coreyreynoldsLA,1,0,0
@justmetukka,1,0,0
@BBwerner,1,0,0
@will_mexico,0,1,0
@mflynnJR,0,7,0
@SunitaSidher,1,0,0
@SenhorRaposa,1,0,0
@geneeverettshow,2,1,0
@SarahMReports,1,0,0
@the_amphibian,1,0,0
@313928Jon,1,0,0
@bedsfromikea,1,0,0
@LorraineDWilke,1,0,0
@BillElliot12,1,0,0
@acebailey6,1,0,0
@desiredone72,1,1,0
@FSURich,1,0,0
@WatsonMcJ,0,1,0
@catiepetunia,0,1,0
@ckehr1,1,0,0
@ABCPolitics,0,4,0
@BreachSurface,1,0,0
@Kelephant78,1,0,0
@MzMollyAnna,1,0,0
@Scampi13,1,0,0
@Elizabe16116371,0,1,0
@MattCarterMedia,0,1,0
@PhilHeard5,1,0,0
@chrissyteigen,0,1,0
@Michael71225149,1,0,0
@jzint81,1,0,0
@CherishLiberty1,1,0,0
@WGNTV,0,1,0
@AmtonioJack,1,0,0
@Gedsudski,0,1,0
@ProponentOfPlay,1,0,0
@Nippmal1,1,0,0
@jonesnews,0,1,0
@JennyJohnsonHi5,0,2,0
@prjr51,1,0,0
@MannyUlibarri,0,2,0
@nhnewman88,1,0,0
@TrueWadeWilson,1,0,0
@robstickets,1,0,0
@MikeSalvatore10,1,0,0
@RobertLusetich,1,0,0
@daryllynnk,1,0,0
@3373Jones,1,0,0
@brauschgringle,0,1,0
@JayMullato,1,0,0
@drjonty,1,0,0
@mikeventura,1,0,0
@thefool_wa,1,0,0
@lizzie363,1,0,0
@mickbricks,1,0,0
@MarinaBelisle,1,0,0
@DWarren57,1,0,0
@mark_federighi,1,0,0
@Oldmankrondas,1,0,0
@rob1cox,1,0,0
@joannstringer,1,0,0
@Mamaleh_Trump,1,0,0
@Christa12778,0,1,0
@ChrisRDC_,0,1,0
@matthewsuber,1,0,0
@seektruthbooboo,1,1,0
@baxmag19,0,1,0
@NiallStanage,0,1,0
@repubsnow,1,0,0
@norlingshea,1,0,0
@profitdog,0,2,0
@rubylee21625873,1,0,0
@ZumbaSabby,1,0,0
@electrical_tec,1,0,0
@BryanHustlez,1,0,0
@digital__junkie,1,0,0
@HaShawmar,1,0,0
@WatsupAmericas,1,0,0
@JANETCANARY,1,0,0
@mike_Zollo,2,1,0
@teetoatee,0,2,0
@im2b,0,2,0
@WhiplashFletch,0,2,0
@glangendorf01,0,2,0
@womensmarch,0,1,0
@dustinson,1,0,0
@4EverTexanEsq99,1,0,0
@DerekHolley,1,0,0
@BaDivita,1,0,0
@Longbow141,0,1,0
@SensiAmerican,1,0,0
@ghezzell,1,0,0
@Nak93531286,1,0,0
@ysl12oo,0,1,0
@YatYas1776,1,0,0
@Suzeq811,1,0,0
@BarelySmall,1,0,0
@DavidSwenton,1,0,0
@JTinc20,1,0,0
@ghentertainment,1,0,0
@DouglasEWright,1,0,0
@DayJreamer,1,1,0
@Jimmyspolitics,0,1,0
@NormMailer,1,0,0
@StephenStefans2,1,0,0
@impressionist81,0,1,0
@Dish528,1,0,0
@merlincambion,1,0,0
@robertcatrini,0,1,0
@IMDb,0,1,0
@BarlesCharkly,1,0,0
@lauferlaw,0,5,0
@DawnDesisto,1,0,0
@DanMcDonald115,1,0,0
@margiemurd,0,3,0
@karlod32,0,1,0
@JhsTimmy,1,0,0
@tinybtlknshit,1,0,0
@NefertitiAdunni,1,0,0
@kausstav,1,0,0
@Silverwilllow,1,0,0
@LynCazabon,0,1,0
@PlunkettPrime,1,0,0
@LisaBolekaja,1,0,0
@almostjingo,0,1,0
@UnBFOfficial,1,0,0
@thinkprogress,0,4,0
@ColonelKurtz97,1,0,0
@toddstarnes,0,3,0
@TheLateSh0w,1,0,0
@CatcherCajun,0,3,0
@HIROXXXXXXw,1,0,0
@DaleKerr,1,0,0
@digiphile,1,0,0
@realRoseanneBarr,0,1,0
@gamblor5555,1,0,0
@barryonash,1,0,0
@OKrandomnobody,1,0,0
@HesNotTheStig,1,0,0
@tvwunschliste,0,1,0
@masteredmullet,1,0,0
@theeMonae,1,0,0
@Shastina_Eloff,0,2,0
@tictoc,0,1,0
@GillibeanAda,1,0,0
@deadline,0,2,0
@CherylLynnOKC,1,0,0
@aishatyler,0,3,0
@nenocenturion,1,0,0
@MrTom,0,1,0
@DrMZB,1,0,0
@paulbluster,1,0,0
@TeacherManSam,1,0,0
@ona3pica,2,0,0
@FabulousLVNV,1,0,0
@brnfdnby,0,1,0
@heyitsmikeyx,1,0,0
@Howdy1358,0,1,0
@dougsheridan,1,0,0
@PacificoCeleste,1,0,0
@courtneyslane2,1,0,0
@mr_ghee_wizz,1,0,0
@alicefrmcroom,1,0,0
@christianebuddy,1,0,0
@sandyga2,1,0,0
@HereLiesBradly,1,0,0
@HappyBeMez,1,0,0
@mehdirhasan,0,2,0
@mrjoelclark,0,1,0
@shgarhen,0,1,0
@dbsdey681,1,0,0
@MjpArchAngel777,2,0,0
@JusN1kk1,1,0,0
@PaulSorrentino3,0,4,0
@JimJlr2,0,4,0
@Jeff__Ellington,1,0,0
@RGrizzwald,1,0,0
@ScottimusPrime1,1,0,0
@boomboomroom,0,1,0
@AmyOztan,1,0,0
@ItzCaityCat,0,1,0
@MichellePepper,2,0,0
@LogoTV,0,1,0
@michelle2400,1,0,0
@soniaeives,1,0,0
@GartrellLinda,0,5,0
@rueturs,1,0,0
@brosandprose,0,1,0
@Jamierodr10,0,4,0
@shaygirl1309,0,1,0
@ThatComicGirl,1,0,0
@cpv820,1,0,0
@sinister9128,0,1,0
@ToddWRobb,1,0,0
@bumbosux,0,1,0
@chrisdelia,0,1,0
@PunishingLight,1,0,0
@JDWilkinsonII,1,0,0
@JoeWarr14330689,1,0,0
@SmartmanAZ,1,0,0
@topreggaedancer,1,0,0
@RogueBettySays,1,0,0
@reporteyes1,1,0,0
@KateHydeNY,0,2,0
@sufjanjr,1,0,0
@MooseMckay,0,1,0
@amysuds,0,1,0
@DaliDager,0,1,0
@MsMellieB,1,0,0
@RunLBC90814,0,2,0
@TheFive,0,2,0
@LizAC212,1,0,0
@shannon2304,1,0,0
@cynthia_ellis,2,0,0
@softspokn1,1,0,0
@DarciBecker,1,0,0
@mauriciostycer,1,0,0
@Megtheresister,1,0,0
@MSignorile,0,1,0
@SmartOne8927,0,1,0
@JoeButterJr,1,0,0
@TrumpMockery,1,0,0
@KristinaRRogers,1,0,0
@ThOmGilmOre,1,0,0
@OzzyAmosFRO,1,0,0
@albury1207,1,0,0
@Katx123Martin,1,0,0
@southbysouth7,1,0,0
@Haunsie,1,0,0
@KyLowRen80,1,0,0
@DesireTSmith,1,0,0
@therealtoseanne,0,1,0
@tims_melanie,1,0,0
@TyFromTheSky,1,0,0
@enamorate,1,0,0
@michikokakutani,0,1,0
@AnitaMisiaszek,1,0,0
@WHITEHOUSE,0,1,0
@Atheist_138,1,0,0
@abobrow,1,0,0
@gorskon,1,0,0
@Northstr5,1,0,0
@Tatangy1101,0,1,0
@wearpure_com,1,0,0
@WhiteHouse,0,2,0
@shirl_rens,1,0,0
@bobhellman,1,0,0
@Shauna_weexist,1,0,0
@chelseahandler,0,1,0
@lorenbhollander,1,0,0
@cweezyLo,1,0,0
@sweetatertot2,0,6,0
@FanInTheMoon,1,0,0
@Thom_Hartmann,0,1,0
@RUNNRZHIGH,1,0,0
@onlineadguy,1,0,0
@Kaepernick7,0,4,0
@Mob6K,1,0,0
@themariosantana,1,0,0
@Coffeesnob65T,0,1,0
@Alice_ShouHiro,0,1,0
@alwhite1591,0,1,0
@Pedrorteg,1,0,0
@ALGruenbaum,1,0,0
@QuantumSenseP,1,0,0
@_Mesmerizing,1,0,0
@Blavity,0,2,0
@opednews,1,0,0
@Genyliz73,1,0,0
@whitegirlsmooth,1,0,0
@DBO187,0,1,0
@chuckmetaylor24,1,0,0
@TrumpsACartoon,0,1,0
@OtakuCyph,1,0,0
@jokesnottomake,1,0,0
@BonBee81,1,0,0
@Leftfinished,2,2,0
@IePeta,1,3,0
@BevHillsAntifa7,0,3,0
@JLRD1978,0,3,0
@AntifaJackson3,0,3,0
@Ebony_Dynamite,0,3,0
@ProgDadTV,0,2,0
@drewhatch,1,0,0
@JillDLawrence,1,0,0
@robbie_meuhud,0,1,0
@LynneB333,1,0,0
@jps4ua,0,1,0
@johnmerzetti,1,0,0
@CindyBr15464234,0,1,0
@chattahooligan,1,0,0
@buzzman888,0,2,0
@catheconnors,1,0,0
@housecalls247,0,2,0
@srodcomm,1,0,0
@johnwshipp,1,0,0
@_RAGNAROK307,1,0,0
@koushik7496,0,1,0
@NewBlackMan,1,0,0
@jwoman,1,0,0
@JaysonFras,1,0,0
@WWLTV,0,1,0
@Roscoe_Notrub,1,0,0
@Om4rSd,0,1,0
@SamaShaw,1,0,0
@rhondadugas,1,0,0
@fox5ny,0,1,0
@ABC7Chicago,0,1,0
@murda__________,1,0,0
@SverkGirl,1,1,0
@ObviousPR,1,0,0
@CindyCooperAr,0,1,0
@Melissa_Hurd,1,0,0
@darkknight007US,1,0,0
@HollyHoodIS2RAW,1,0,0
@marcusgilmer,1,0,0
@Pamarvelously,1,0,0
@BBCWorld,0,2,0
@TheStephPerez,1,0,0
@MrsHarryOfWales,1,0,0
@alexf_x3,1,0,0
@Karl32083272,0,2,0
@DonaldJTrumpJr,0,18,0
@THYDMike,1,0,0
@lstrommewarren,1,0,0
@JimHeathTV,1,0,0
@kohihito,1,0,0
@stevewsop,1,0,0
@JayAyeKay13,1,0,0
@aedwardslevy,0,1,0
@novacop923,1,0,0
@ajplus,0,3,0
@P38595165,1,0,0
@odetteroulette,0,1,0
@renebarchmann,1,0,0
@PeterArnottGlas,0,1,0
@WiIIy__Wonka,1,0,0
@LaurieAnn59,1,0,0
@TeaPainUSA,0,4,0
@northynort,1,0,0
@annettesayswhat,1,0,0
@JustJared,1,0,0
@amadeodelacruz,1,0,0
@Disgrazia4,0,1,0
@rappelrudi,1,0,0
@jdmumma,1,0,0
@oboylemm,1,0,0
@CatholicLeague,0,1,0
@iHeartQ102,1,0,0
@PrincipalCox,1,0,0
@rossssc,1,0,0
@GrinningBastard,1,0,0
@shariannebrill,1,0,0
@SaratogaGrandma,2,0,0
@atky2000,1,0,0
@BrettMyhres,1,0,0
@warriors,0,1,0
@joannemulatz,1,0,0
@Da_Godfather907,0,2,0
@ngpoulos,1,0,0
@Conservative_VW,0,1,0
@jimtrevino35,1,0,0
@MightyQuinnUSA,0,1,0
@scottbadberg,1,0,0
@SarahPrimate,1,0,0
@davidkli,1,0,0
@nannie_six,1,0,0
@yridea,1,0,0
@Lovehon42065879,1,0,0
@kfor,0,1,0
@Lyricoldrap,0,8,0
@jb_mchale,2,1,0
@BillFerris9,1,0,0
@TrevBaileeTymom,0,1,0
@jamesrphelan,1,0,0
@MeeshRoldan,1,0,0
@nattyyreality,1,0,0
@da_geekyblonde,1,0,0
@MissyOliver3,1,0,0
@mariachong,0,1,0
@DebbieRumpza,1,0,0
@The1eyeBandit,1,0,0
@weatheredmist,1,0,0
@munch9990,1,0,0
@DrToddLandman,1,0,0
@jdail2373,1,0,0
@korbus,1,0,0
@KathyCh10940147,1,0,0
@BRH_Pino,1,0,0
@ericgobucks,0,1,0
@Estes1673,0,1,0
@NBCNetwork,0,1,0
@CBSNetwork,0,1,0
@GodessHecate,2,0,0
@PasquinoMarifio,1,0,0
@im45peach2,1,0,0
@SickOfTheSwamp,0,2,0
@MendyTV,1,0,0
@Vickib64Black,1,0,0
@Dudwiser,1,0,0
@MsReginaFilangi,0,1,0
@CocaCola,0,1,0
@pepsi,0,2,0
@SamsungUS,0,1,0
@Google,0,1,0
@CarlsJr,0,1,0
@AshleyHomeStore,0,1,0
@AshleyHomeHelp,0,1,0
@MyBuckaroo,1,0,0
@freemdoom,1,0,0
@TigerJaw,1,0,0
@pateklung,0,1,0
@Ellysa_Maye,1,0,0
@dakotagirl2013,1,0,0
@FreedomPatriotQ,1,0,0
@cspowell7,1,0,0
@PatriciaRyan17,1,0,0
@boris3324,2,0,0
@channel1et,1,0,0
@AMErikaNGIRLBOT,0,1,0
@Caz1059,1,0,0
@SpeakerRyan,0,1,0
@SenateMajLdr,0,1,0
@dragon4lunch,1,0,0
@WoolyBuggins,1,0,0
@mmeLaFolle,1,0,0
@Micropilote,1,0,0
@HoCoHowie,1,0,0
@DLion95,0,1,0
@mdog1326,1,0,0
@chilibowlcheryl,0,1,0
@SueGlashauser,0,2,0
@TindoSpilosa,1,0,0
@Dark_Atmosphere,1,0,0
@comingsoonnet,0,1,0
@OregonINFIDEL,1,0,0
@JosephWinfield,0,2,0
@Evandunlevy,1,0,0
@indyokiemark,1,0,0
@NigelMJohn,0,1,0
@tinmanic,1,0,0
@VerbalKinte,1,0,0
@petegms,1,0,0
@welshboy82,1,0,0
@TouchNewsNow,2,0,0
@konakool,1,0,0
@DavidHLoomis,1,0,0
@ValZak6,1,0,0
@lovelynnn_,1,0,0
@DarthPozo,1,0,0
@mattomica,1,0,0
@TheAlenaIngram,1,0,0
@vessonermarie,0,1,0
@MollyOShah,0,1,0
@Ushouldthink2,1,0,0
@KateBennett_DC,0,1,0
@MrShaneReaction,1,0,0
@sunnyright,1,0,0
@chapps,1,0,0
@CrispyKareem,1,0,0
@davidalangrier,0,1,0
@DonaldJOlive,1,0,0
@lisajohead,0,1,0
@NinersMayne,1,0,0
@JasenAugust,0,2,0
@honorbound1974,0,1,0
@kanyewest,0,8,0
@rascalman4,1,0,0
@jimrosenfield,1,0,0
@NBCPhiladelphia,0,2,0
@AldoFRodriguez,2,0,0
@Tvchica,1,0,0
@the_anne_tie,1,4,0
@MarkSDeRosa,2,1,0
@TricksyWizard,1,0,0
@MaxElram,1,0,0
@TheSWPrincess,0,3,0
@JediMasterDre,0,2,0
@NatCookResists,0,2,0
@MaraJade_2017,0,2,0
@Havok_2O18,0,3,0
@wthamerica18,1,0,0
@ALLDannyBoy,0,1,0
@matthewjdowd,0,2,0
@bluesbasscat,1,0,0
@BayAreaTeevo91,1,0,0
@Skinner147,1,0,0
@RolndKarl,1,0,0
@GoogleNews,0,2,0
@Scornpaul,1,0,0
@GregSummersTLN,1,0,0
@mikemore,1,0,0
@fredricktucker2,1,0,0
@sethpjones86,1,0,0
@JdotCov,1,0,0
@globalstratltd,1,0,0
@MailOnline,0,1,0
@chasemylovex,0,3,0
@BlazerNeil,1,0,0
@JeffEddy11,1,0,0
@newsgirlct,1,0,0
@SorayaMcDonald,0,2,0
@icumoron,1,0,0
@NBCPolitics,0,1,0
@djrashaun,1,0,0
@DragcentricDeb,1,0,0
@therealcornett,0,2,0
@BAMAJOE4,0,1,0
@GrammyHardage,1,0,0
@Daradol1,0,1,0
@polfilmblog,1,0,0
@delicountessa,1,0,0
@trblc23,1,0,0
@ItsJaimeHere,1,0,0
@ccoutis,1,0,0
@spearsdeni,2,0,0
@KQEDarts,1,0,0
@ChadShaft,1,0,0
@DuhaneCliveABC7,0,1,0
@brief_spier,1,0,0
@doxietoo,1,0,0
@Neuromancer321,1,0,0
@Donaldknottz,0,1,0
@PamLukas3,0,1,0
@Missaay_Curler,1,0,0
@samanthajo0923,1,0,0
@Cake_Tease,1,0,0
@PatriciaAAlonzo,1,0,0
@SuzetteHenry,1,0,0
@lil_tappy,1,0,0
@Mr_OooWee,1,0,0
@LadyMockingjay,1,0,0
@imjohnnycouture,1,0,0
@dbrauer,1,0,0
@USA_Anne711,1,1,0
@Lirael66,1,0,0
@jkopy1962RI,1,0,0
@kathyclarke123,1,0,0
@MVPCouple,1,1,0
@Twittbritt84,1,0,0
@Lawrence,0,6,0
@eamiller_2000,1,0,0
@SashaFB,0,1,0
@katu01,1,0,0
@JPolyCalvo,1,0,0
@DavidHo27982457,1,0,0
@wenhutton,0,1,0
@DaveyDaisy2,0,1,0
@SqwackOps,1,0,0
@andreaisabel15,1,0,0
@fastny,2,0,0
@_YvonneBurton,0,2,0
@MsBVO,1,0,0
@TheCohencidence,1,0,0
@sparkyrose13,1,0,0
@thedcneking,1,0,0
@lasmart101399,1,0,0
@CorinneGressang,1,0,0
@MattEtcetera,0,1,0
@JeremyLCarter,1,0,0
@CitizensFedUp,0,2,0
@elyse4design,1,0,0
@lifehaspurpose,1,0,0
@FollowSWP,1,0,0
@vulcanbomber2,0,1,0
@GehennaHelena,1,1,0
@MVineyardPatch,1,0,0
@1023XLC,1,0,0
@jmb1111,1,0,0
@JslayerT,1,0,0
@krazymoonz,0,1,0
@WoonsocketPatch,1,0,0
@Argonfritz,1,0,0
@dallas90210,1,0,0
@AmyHarber,1,0,0
@ericzstacey,0,1,0
@Babs_SP,1,0,0
@dhulk3,1,0,0
@JJRavenation52,3,0,0
@sweetlele69,1,0,0
@BlkBillGates,1,0,0
@JW_Bennett,1,0,0
@pupspop13324,1,0,0
@INandONyourMIND,1,0,0
@annvandersteel,0,2,0
@AmericanRPM,1,0,0
@ResurrectSkulls,1,0,0
@TheRealKemps,1,0,0
@KreJennifer,1,0,0
@owillis,0,3,0
@skywaker9,0,1,0
@PortlandEsther,1,0,0
@mcspocky,0,1,0
@K1ngo,1,0,0
@GinaGrif823,1,0,0
@davis1988will,0,1,0
@RayFromTwiitter,1,0,0
@MitchyRed23,0,1,0
@topher2189,1,0,0
@moomeezy,0,1,0
@Honorableone1,1,0,0
@chuckbigbang,1,0,0
@YoMatiasPinto,0,1,0
@GreenOctopus,1,0,0
@QuntumEntanglr,1,0,0
@HambrickRo,1,0,0
@JambonBienBon,1,0,0
@Fortune88990653,1,0,0
@ladyofacat1875,1,0,0
@gigawright,1,0,0
@SadieMae2017,1,0,0
@TorahLectures,1,2,0
@LBrooksRD,1,0,0
@GussRuralWA,1,0,0
@_unenthused,1,0,0
@burnerBURNER6,0,2,0
@SouthernVapory,1,0,0
@OldBiker7,1,0,0
@BroomallSteve,1,0,0
@WhyYouPetty,1,0,0
@OwnMindBRob,1,0,0
@billmaher,0,4,0
@TheJosephChrist,1,0,0
@mrgrimm,1,0,0
@upandoutcomic,0,1,0
@wamandajd,0,1,0
@MrABBrown,1,0,0
@elonmusk,0,3,0
@MelodyM75,1,0,0
@BrianMarks356,1,0,0
@RobertJ76432552,1,1,0
@copywronger,1,0,0
@CrissyLee,1,0,0
@ashleylynch,0,1,0
@MattchewGregory,1,0,0
@LLBe11,0,1,0
@FrostbiteBlizz,2,0,0
@SusanStone12,1,0,0
@DollComics,1,0,0
@sora51987925,1,0,0
@LogicalDictator,0,1,0
@bob82755069,1,0,0
@aerienari,1,0,0
@SchneiderSTLMO,1,0,0
@have_some_salt,0,1,0
@Juliess31,0,1,0
@USAFan76,1,0,0
@forthe_wall,0,1,0
@chipandcompany,1,0,0
@StpDngWerdThins,1,0,0
@Brexitnews1,1,0,0
@qearone,1,0,0
@Vincentlcollins,1,0,0
@desusnice,0,1,0
@lightsdelight_,1,0,0
@jhgriffin3,1,0,0
@FoxNewsIive,0,2,0
@ikebarinholtz,0,1,0
@KimmieGobbler,1,0,0
@cubanstogie,1,0,0
@fox17,0,1,0
@shazmigangs,1,0,0
@gigikite,0,1,0
@larryhouse,0,2,0
@BariAWilliams,0,1,0
@AlphaAdams86,1,0,0
@karinalg,1,0,0
@phlop_Ryan,1,0,0
@pasbribeacon,0,1,0
@KrangTNelson,0,2,0
@LAguitartist,1,0,0
@dhiggins63,1,0,0
@Voices_Carrie86,1,0,0
@_j_cc_,1,0,0
@Mikhael1979,1,0,0
@rdlvnlfe,0,1,0
@ShaineHolmes,1,0,0
@moscatomom666,1,0,0
@SoooInTrouble,1,0,0
@Libby_H_21,1,0,0
@SurveyMonkey,0,1,0
@thejimjams,0,1,0
@Miss_DeMeanor2,0,1,0
@iamtimfoley,0,1,0
@allisona15,1,0,0
@mostlyrighthere,1,0,0
@Hayes1912,1,0,0
@vantelmusthave,1,0,0
@joshdcaplan,0,1,0
@marcmargolis,1,0,0
@coleyworld,0,1,0
@garyoscarlaun,1,0,0
@truegritter90,1,0,0
@sharonfisher53,0,1,0
@lovusa4,1,0,0
@Snarrffer,0,1,0
@LydiaSnider,1,0,0
@KLouie70,0,1,0
@somethingawful,1,1,0
@Denaahii,1,0,0
@northernscums,1,0,0
@tsracewife,1,0,0
@HakunaTheFckNot,1,0,0
@WCJB20,1,0,0
@bbttychmbrs1,1,0,0
@jtprov,1,0,0
@tddfn,1,0,0
@Shifftbass,1,0,0
@FrostieCash,1,0,0
@AirTalk,0,1,0
@KPCC,0,1,0
@ColsonBrad,0,11,0
@rickygervais,0,11,0
@rxnet1,1,0,0
@nativesregon75,1,0,0
@JohnYeoJr,1,0,0
@Liz4syth,1,0,0
@cofveve61,1,0,0
@burchrhodes,0,1,0
@AquaMetriceW,1,0,0
@lufats,1,0,0
@LADFLEG,0,1,0
@alyciacooper,0,2,0
@brooklyn3r,1,2,0
@jodikantor,0,5,0
@zonomike,1,0,0
@justagirlatl,0,1,0
@crafty6565,1,0,0
@TrumpTrainMRA4,0,1,0
@_mesk,1,0,0
@GingerDwynwen,1,0,0
@Aled,1,0,0
@Pointy160,1,0,0
@staceyshuttles,1,0,0
@ceceyy,0,1,0
@CloutDiemon,1,0,0
@jordanrussellny,1,0,0
@sanfideljohn,1,0,0
@Ryan_VanSickle,0,1,0
@PatMahogna,1,0,0
@sbmont01,0,1,0
@jcwilder,0,1,0
@SamHarrisOrg,0,1,0
@HollowRides,1,0,0
@StarOne1979,0,1,0
@Mama3Cubs,1,0,0
@AidenWolfe,0,1,0
@jaydlyn123,1,0,0
@KevoWorld,1,0,0
@TVGuide,1,2,0
@topgaynewz,1,0,0
@FlGatorKing87,1,0,0
@12StepGolf,0,2,0
@ClaireabellGatr,0,2,0
@guttergeek,1,0,0
@coffeeordie,1,0,0
@JenWeeks13,0,4,0
@Tasham315Tasha,0,2,0
@MikeyR_05,0,3,0
@RobLaVigne8,0,3,0
@DCalhounActor,1,0,0
@RGO_Ryan,0,1,0
@baseballcrank,0,1,0
@nickstatt,1,0,0
@ewertz,1,0,0
@Hyoton1,1,0,0
@liesandperfidy,0,1,0
@Biker_Bot1,1,0,0
@CA_Liberal,1,1,0
@USA_AllenK,0,1,0
@smalltownandrew,0,1,0
@TeddyBayer,1,0,0
@IAmJoshSewell,1,0,0
@vmdswimmer,1,0,0
@DaleLee919,1,2,0
@Handurdealt,1,0,0
@realmikecolter,0,1,0
@seeksdecember,1,0,0
@girlstayswoke,1,0,0
@hotsana1019,0,1,0
@jbmartin71,1,0,0
@BobEckstein,1,0,0
@TonyMazzarri,1,0,0
@RonMyers98,0,1,0
@_rose84,1,0,0
@katiecouric,0,1,0
@jazzvideoguy,1,0,0
@rashonts,0,1,0
@gphillimo,1,2,0
@Statecraft_Huff,0,1,0
@DarnellFriedman,2,0,0
@ghafoor2018,2,0,0
@MulhollandLeda,1,0,0
@3FourthsGeek,1,0,0
@anthonymarco,1,0,0
@DILLIGAF_not,1,1,0
@JrMoe_,1,0,0
@horrowfide,1,0,0
@JCPrados,1,0,0
@MsTerryMcMillan,0,1,0
@RealFuckSchtick,1,2,0
@lrdeville,1,0,0
@BAMBAMUK1969,1,0,0
@Malangas,0,1,0
@ChangeComin,1,0,0
@brandxit,1,0,0
@Real_PeachyKeen,1,5,0
@jon4stall,1,0,0
@derekcoward,1,0,0
@FreedomNTheUSA,1,1,0
@AndreSegers,0,1,0
@RobWayne007,1,0,0
@WKRNLarry,1,0,0
@SBarber_tweets,1,0,0
@Fer_Furquim,1,0,0
@Queese32,1,0,0
@drewtaylor801,1,0,0
@HaroldBingo,0,1,0
@tvgrapevine,1,0,0
@FindTruthUSA,1,0,0
@MadameND,0,1,0
@coolfelix,1,0,0
@rayonalovely,1,0,0
@RainingTable,1,0,0
@BranReynolds48,1,0,0
@Bajangal28,1,0,0
@519lucha,1,0,0
@Sewnsew27,1,0,0
@AllanGolombek1,0,1,0
@zclove2bme,1,0,0
@ShamyGrokite,1,0,0
@gracieandmike,1,0,0
@chicojimj,1,0,0
@SkyBarFilms,1,0,0
@kathystanton08,0,1,0
@MarkSteffich,1,0,0
@shondarhimes,0,6,0
@Mrs_Political,2,0,0
@hashtagcatie,1,1,0
@kennbj101,1,0,0
@masskitty,1,0,0
@PeopleStarWorld,1,0,0
@tylercoleray,1,0,0
@SlayforAday,1,0,0
@StopURLying,0,1,0
@serious_adult,1,0,0
@DLHDara,1,0,0
@tanialambert,1,0,0
@s8s0s8s0,1,0,0
@XBrittanyDukeX,1,0,0
@VioletMatt_,1,0,0
@NameRedacted7,0,3,0
@realPolitiDiva,0,4,0
@MJsLoveSlave,1,0,0
@PerilofAfrica,0,1,0
@fredontwittur,1,0,0
@notadeb,1,0,0
@samcorb,0,1,0
@MAGAALLTHEWAY,0,1,0
@kimburwash,1,0,0
@MikeBigdogKing,1,0,0
@MRDPodcast,1,0,0
@bblizak,0,1,0
@hredriders,0,1,0
@asimwaheed1968,1,0,0
@EricBnoRakim,1,0,0
@tjhend1,0,1,0
@JosephJuvenal,1,0,0
@RMattMcCain,1,0,0
@unprovokedsnark,1,0,0
@DanniTheFanGirl,1,0,0
@June81Goon,1,0,0
@AmandaBeyerrr,0,1,0
@Egghead_DE,1,0,0
@mollyeichel,0,1,0
@Stax_Madly,1,0,0
@pierre15208,1,0,0
@ComeMyFanaticz,2,0,0
@Home_Halfway,1,0,0
@jojofancyhat,1,0,0
@Savior_of_Judah,0,1,0
@TeddyFlorida,1,0,0
@jskielb3,1,1,0
@Jayjayf74255719,1,0,0
@CarJoJoe,0,1,0
@GinnyMac55,1,3,0
@salajander,1,0,0
@Bos_Laflare,1,0,0
